eventdef,spec,outcome,event,coef,se,t,p,sig,preF,prep,N,N_city,N_treated_city,mean_y
scope_ge_2,province_year_fe,hhi,es_p4,.0080869516154938,.0048515922,1.6668655,.096683748,*,.6041916993084496,.61278385,4391,275,66,.0624419009083959
scope_ge_2,provyr_baseyr_fe,hhi,es_m4,-.0067218128712971,.0086385375,-.77811927,.43717009,,.8114811760663164,.4884243,4391,275,66,.0624419009083959
scope_ge_2,provyr_baseyr_fe,hhi,es_m3,-.0054009048353789,.0075847567,-.71207362,.47702506,,.8114811760663164,.4884243,4391,275,66,.0624419009083959
scope_ge_2,provyr_baseyr_fe,hhi,es_m2,-.0101691049299601,.0069781099,-1.4572864,.14618243,,.8114811760663164,.4884243,4391,275,66,.0624419009083959
scope_ge_2,provyr_baseyr_fe,hhi,es_0,-.0012500396187985,.0053102029,-.23540337,.81407154,,.8114811760663164,.4884243,4391,275,66,.0624419009083959
scope_ge_2,provyr_baseyr_fe,hhi,es_p1,-.0012352272654043,.0052116252,-.23701383,.81282318,,.8114811760663164,.4884243,4391,275,66,.0624419009083959
scope_ge_2,provyr_baseyr_fe,hhi,es_p2,-.0000874486029358,.0050333254,-.017373923,.98615098,,.8114811760663164,.4884243,4391,275,66,.0624419009083959
scope_ge_2,provyr_baseyr_fe,hhi,es_p3,.001273231150243,.0053759771,.23683715,.81296009,,.8114811760663164,.4884243,4391,275,66,.0624419009083959
scope_ge_2,provyr_baseyr_fe,hhi,es_p4,.0025967978767703,.0056466702,.45988128,.64596617,,.8114811760663164,.4884243,4391,275,66,.0624419009083959
scope_ge_2,province_year_fe,top10_share,es_m4,-.0105622060039006,.015544414,-.67948562,.4974038,,.1764380427928107,.91230476,4391,275,66,.4602449184355901
scope_ge_2,province_year_fe,top10_share,es_m3,-.0069508666749321,.015187373,-.45767403,.64754933,,.1764380427928107,.91230476,4391,275,66,.4602449184355901
scope_ge_2,province_year_fe,top10_share,es_m2,-.0033973532504416,.015623678,-.21744901,.82802027,,.1764380427928107,.91230476,4391,275,66,.4602449184355901
scope_ge_2,province_year_fe,top10_share,es_0,-.0068436063384589,.015466138,-.44248968,.65848398,,.1764380427928107,.91230476,4391,275,66,.4602449184355901
scope_ge_2,province_year_fe,top10_share,es_p1,-.0026720972366151,.016625538,-.16072245,.87243044,,.1764380427928107,.91230476,4391,275,66,.4602449184355901
