family,outcome_type,sample,spec,outcome,coef,se,stat,p,sig,N,N_city,mean_y,converged
quality_entry,count_ppml,all,provyr_base_policy,qfcited_new_pat,0.0277364271035792,0.057444595,0.48283789,0.62921083,,4544,286,165.13406,1
quality_entry,count_ppml,min20,city_year,qfcited_new_pat,0.030573142600588,0.045393787,0.67350942,0.50062329,,4433,290,171.82161,1
quality_entry,count_ppml,min20,provyr_base,qfcited_new_pat,0.0307183638502781,0.057831552,0.53116959,0.59530127,,4352,286,171.82161,1
quality_entry,count_ppml,min20,provyr_base_policy,qfcited_new_pat,0.0283854570415905,0.057576764,0.49300194,0.62201124,,4352,286,171.82161,1
quality_entry,count_ppml,min50,city_year,qfcited_new_pat,0.0348485479201059,0.045773607,0.76132405,0.44646353,,4144,288,183.20145,1
quality_entry,count_ppml,min50,provyr_base,qfcited_new_pat,0.0304529722739315,0.058021877,0.52485329,0.59968519,,4053,284,183.20145,1
quality_entry,count_ppml,min50,provyr_base_policy,qfcited_new_pat,0.0281141935552566,0.057686944,0.487358,0.62600464,,4053,284,183.20145,1
quality_entry,share_rate_ols,all,city_year,qgrant_share_total,0.0371685371111632,0.0058456473,6.3583269,7.9064777e-10,***,4633,291,0.15185118,1
quality_entry,share_rate_ols,all,provyr_base,qgrant_share_total,0.0078689690336965,0.0068587251,1.1472932,0.25222263,,4559,286,0.15185118,1
quality_entry,share_rate_ols,all,provyr_base_policy,qgrant_share_total,0.0044339974772068,0.0072039361,0.61549646,0.5387181,,4559,286,0.15185118,1
quality_entry,share_rate_ols,min20,city_year,qgrant_share_total,0.0343085956520346,0.0055003501,6.2375298,1.5751666e-09,***,4448,290,0.14376627,1
quality_entry,share_rate_ols,min20,provyr_base,qgrant_share_total,0.0086956601594262,0.0067929956,1.2800921,0.20155367,,4367,286,0.14376627,1
quality_entry,share_rate_ols,min20,provyr_base_policy,qgrant_share_total,0.0056702002116021,0.0070291236,0.80667245,0.42052785,,4367,286,0.14376627,1
quality_entry,share_rate_ols,min50,city_year,qgrant_share_total,0.0282420304756154,0.0054751043,5.1582637,4.6552717e-07,***,4155,288,0.13388561,1
quality_entry,share_rate_ols,min50,provyr_base,qgrant_share_total,0.0090236125668453,0.0069301822,1.3020743,0.19394974,,4064,284,0.13388561,1
quality_entry,share_rate_ols,min50,provyr_base_policy,qgrant_share_total,0.0066478065077312,0.0071914936,0.92439854,0.35606638,,4064,284,0.13388561,1
quality_entry,share_rate_ols,all,city_year,qfcited_share_total,0.0376220977903788,0.0056063845,6.7105813,1.0168648e-10,***,4617,291,0.12446348,1
quality_entry,share_rate_ols,all,provyr_base,qfcited_share_total,0.0095613815831013,0.006250245,1.5297611,0.12718502,,4544,286,0.12446348,1
quality_entry,share_rate_ols,all,provyr_base_policy,qfcited_share_total,0.0057469673283032,0.006556761,0.87649482,0.38149926,,4544,286,0.12446348,1
quality_entry,share_rate_ols,min20,city_year,qfcited_share_total,0.0339339693251691,0.0052433461,6.4718156,4.1370435e-10,***,4433,290,0.11640926,1
quality_entry,share_rate_ols,min20,provyr_base,qfcited_share_total,0.0103253010607072,0.0062073241,1.6634061,0.097330354,*,4352,286,0.11640926,1
quality_entry,share_rate_ols,min20,provyr_base_policy,qfcited_share_total,0.0069562320442195,0.0064438637,1.0795126,0.28127202,,4352,286,0.11640926,1
quality_entry,share_rate_ols,min50,city_year,qfcited_share_total,0.0280892439905741,0.0052071679,5.3943419,1.4398115e-07,***,4144,288,0.10693038,1
quality_entry,share_rate_ols,min50,provyr_base,qfcited_share_total,0.0104708475388474,0.0063028932,1.6612765,0.097765312,*,4053,284,0.10693038,1
quality_entry,share_rate_ols,min50,provyr_base_policy,qfcited_share_total,0.0077721702360889,0.0065486808,1.1868299,0.23629004,,4053,284,0.10693038,1
