city,applicant_norm,clean_type,patents,applicant,rank_baseline
昌吉回族自治州,冯建材,individual,1,冯建材,17
昌吉回族自治州,刘毅,individual,1,刘毅,18
昌吉回族自治州,吉中民,other,1,吉中民,19
昌吉回族自治州,周斌,individual,1,周斌,20
昌江黎族自治县,曾昭友,individual,1,曾昭友,1
昭通,云南昊龙实业集团兴煜冶炼有限公司,firm,3,云南昊龙实业集团兴煜冶炼有限公司,1
昭通,云南永孜堂制药有限公司,firm,2,云南永孜堂制药有限公司,2
昭通,昭通天元实业有限责任公司,firm,2,昭通天元实业有限责任公司,3
昭通,昭通神农乌天麻良种繁育有限公司,firm,2,昭通神农乌天麻良种繁育有限公司,4
昭通,赵维军,individual,2,赵维军,5
昭通,陈家勇,individual,2,陈家勇,6
昭通,魏明磊,individual,2,魏明磊,7
昭通,云南明磊实业有限公司,firm,1,云南明磊实业有限公司,8
昭通,云南省烟草公司昭通市公司,firm,1,云南省烟草公司昭通市公司,9
昭通,吴道顺,individual,1,吴道顺,10
昭通,周太安,individual,1,周太安,11
昭通,孙文广,individual,1,孙文广,12
昭通,昭通市张蝴绵蚕丝制品有限公司,firm,1,昭通市张蝴绵蚕丝制品有限公司,13
昭通,曾弟武,individual,1,曾弟武,14
昭通,李兴访,individual,1,李兴访,15
昭通,杨绍福,individual,1,杨绍福,16
昭通,熊卫,individual,1,熊卫,17
昭通,秦少闻,individual,1,秦少闻,18
昭通,范文昌,individual,1,范文昌,19
昭通,范泽文,individual,1,范泽文,20
晋中,山西农业大学,univ,23,山西农业大学,1
晋中,翟元德,individual,11,翟元德,2
晋中,翟超,individual,11,翟超,3
晋中,翟瑞林,individual,10,翟瑞林,4
晋中,左权县蓝天中药科技开发有限公司,firm,9,左权县蓝天中药科技开发有限公司,5
晋中,乔君旺,individual,6,乔君旺,6
晋中,山西宏远科技股份有限公司,firm,6,山西宏远科技股份有限公司,7
晋中,左权县馨源丰商贸有限公司,firm,6,左权县馨源丰商贸有限公司,8
晋中,介休市中医医院,hospital,5,介休市中医医院,9
晋中,寿阳县明鑫铝矾耐火材料有限公司,firm,5,寿阳县明鑫铝矾耐火材料有限公司,10
晋中,郭宏斌,individual,5,郭宏斌,11
晋中,山西全安新技术开发有限公司,firm,4,山西全安新技术开发有限公司,12
晋中,山西天一纳米材料科技有限公司,firm,4,山西天一纳米材料科技有限公司,13
晋中,山西天波制泵有限公司,firm,4,山西天波制泵有限公司,14
晋中,张鹏,individual,4,张鹏,15
晋中,晋中人和纺机轴承有限责任公司,firm,4,晋中人和纺机轴承有限责任公司,16
晋中,翟瑞红,individual,4,翟瑞红,17
晋中,中铁三局集团电务工程有限公司,firm,3,中铁三局集团电务工程有限公司,18
晋中,何银康,individual,3,何银康,19
晋中,兰建忠,individual,3,兰建忠,20
晋城,李永胜,individual,43,李永胜,1
晋城,山西晋城无烟煤矿业集团有限责任公司,firm,38,山西晋城无烟煤矿业集团有限责任公司,2
晋城,杨清福,individual,32,杨清福,3
晋城,苏存羊,individual,18,苏存羊,4
晋城,委东劳,other,17,委东劳,5
晋城,闫振东,individual,16,闫振东,6
晋城,山西乐百利特科技有限责任公司,firm,14,山西乐百利特科技有限责任公司,7
晋城,李军,individual,8,李军,8
晋城,高平市泫氏铸管有限公司,firm,8,高平市泫氏铸管有限公司,9
晋城,山西兴高能源股份有限公司,firm,7,山西兴高能源股份有限公司,10
晋城,郭敏,individual,6,郭敏,11
晋城,卢柳均,individual,5,卢柳均,12
晋城,卫斌鹏,individual,4,卫斌鹏,13
晋城,山西兰花科技创业股份有限公司,firm,4,山西兰花科技创业股份有限公司,14
晋城,山西省电力公司晋城供电分公司,firm,4,山西省电力公司晋城供电分公司,15
晋城,晋城凤凰实业有限责任公司,firm,4,晋城凤凰实业有限责任公司,16
晋城,阳城县绿野生态农业有限公司,firm,4,阳城县绿野生态农业有限公司,17
晋城,吴太平,individual,3,吴太平,18
晋城,张保金,individual,3,张保金,19
晋城,晋城市柿宝科技发展有限公司,firm,3,晋城市柿宝科技发展有限公司,20
普洱,罗林松,individual,10,罗林松,1
普洱,云南天士力帝泊洱生物茶集团有限公司,firm,6,云南天士力帝泊洱生物茶集团有限公司,2
普洱,普洱市人民政府茶产业发展办公室科技服务中心,government,6,普洱市人民政府茶产业发展办公室科技服务中心,3
普洱,云南龙生茶业股份有限公司,firm,5,云南龙生茶业股份有限公司,4
普洱,中国普洱茶研究院,research,2,中国普洱茶研究院,5
普洱,云南省烟草公司普洱市公司,firm,2,云南省烟草公司普洱市公司,6
普洱,刘宝,individual,2,刘宝,7
普洱,普洱健源油脂有限公司,firm,2,普洱健源油脂有限公司,8
普洱,李汁,individual,2,李汁,9
普洱,王乐观,individual,2,王乐观,10
普洱,白汉玉,individual,2,白汉玉,11
普洱,云南云景林纸股份有限公司,firm,1,云南云景林纸股份有限公司,12
普洱,云南天士力生物茶科技有限公司,firm,1,云南天士力生物茶科技有限公司,13
普洱,云南澜沧铅矿有限公司,firm,1,云南澜沧铅矿有限公司,14
普洱,云南茶兴机械有限责任公司,firm,1,云南茶兴机械有限责任公司,15
普洱,卫志伟,individual,1,卫志伟,16
普洱,吴亚红,individual,1,吴亚红,17
普洱,唐松高,individual,1,唐松高,18
普洱,张俊松,individual,1,张俊松,19
普洱,张红生,individual,1,张红生,20
景德镇,景德镇陶瓷学院,univ,45,景德镇陶瓷学院,1
景德镇,江西昌河航空工业有限公司,firm,12,江西昌河航空工业有限公司,2
景德镇,江西嘉柏新材料有限公司,firm,7,江西嘉柏新材料有限公司,3
景德镇,江西世龙实业股份有限公司,firm,6,江西世龙实业股份有限公司,4
景德镇,景德镇市富祥药业有限公司,firm,5,景德镇市富祥药业有限公司,5
景德镇,景德镇正宇奈米科技有限公司,firm,4,景德镇正宇奈米科技有限公司,6
景德镇,江西电化精细化工有限责任公司,firm,4,江西电化精细化工有限责任公司,7
景德镇,汪烈生,individual,4,汪烈生,8
景德镇,中国直升机设计研究所,research,3,中国直升机设计研究所,9
景德镇,何启航,individual,3,何启航,10
景德镇,宗海燕,individual,3,宗海燕,11
景德镇,昌河飞机工业(集团)有限责任公司,firm,3,昌河飞机工业(集团)有限责任公司,12
景德镇,江西德宇集团,firm,3,江西德宇集团,13
景德镇,方移平,individual,2,方移平,14
景德镇,景德镇博智陶瓷有限公司,firm,2,景德镇博智陶瓷有限公司,15
景德镇,景德镇国韵青瓷股份有限公司,firm,2,景德镇国韵青瓷股份有限公司,16
景德镇,曹毓红,individual,2,曹毓红,17
景德镇,江西天新药业有限公司,firm,2,江西天新药业有限公司,18
景德镇,江西昌河汽车有限责任公司,firm,2,江西昌河汽车有限责任公司,19
景德镇,江西省陶瓷研究所,research,2,江西省陶瓷研究所,20
曲靖,云南驰宏锌锗股份有限公司,firm,15,云南驰宏锌锗股份有限公司,1
曲靖,曲靖众一精细化工股份有限公司,firm,10,曲靖众一精细化工股份有限公司,2
曲靖,云南云维股份有限公司,firm,4,云南云维股份有限公司,3
曲靖,曲靖博浩生物科技股份有限公司,firm,4,曲靖博浩生物科技股份有限公司,4
曲靖,曲靖师范学院,univ,4,曲靖师范学院,5
曲靖,曲靖开发区格力康生物科技发展有限公司,firm,4,曲靖开发区格力康生物科技发展有限公司,6
曲靖,李哲,individual,4,李哲,7
曲靖,曲靖成浩实芯铸造有限公司,firm,3,曲靖成浩实芯铸造有限公司,8
曲靖,王明军,individual,3,王明军,9
曲靖,耿一平,individual,3,耿一平,10
曲靖,许定富,individual,3,许定富,11
曲靖,云南大为化工装备制造有限公司,firm,2,云南大为化工装备制造有限公司,12
曲靖,云南雄业制药有限公司,firm,2,云南雄业制药有限公司,13
曲靖,刘华,individual,2,刘华,14
曲靖,姚鹏贵,individual,2,姚鹏贵,15
曲靖,宣威市恒邦磷化工业有限公司,firm,2,宣威市恒邦磷化工业有限公司,16
曲靖,曲靖市众一煤化有限公司,firm,2,曲靖市众一煤化有限公司,17
曲靖,曲靖市烟草公司富源分公司,firm,2,曲靖市烟草公司富源分公司,18
曲靖,胡纯俊,individual,2,胡纯俊,19
曲靖,赵佳付,individual,2,赵佳付,20
朔州,赵敏,individual,36,赵敏,1
朔州,席礼,individual,10,席礼,2
朔州,中煤平朔煤业有限责任公司,firm,7,中煤平朔煤业有限责任公司,3
朔州,张建旺,individual,6,张建旺,4
朔州,高如奎,individual,6,高如奎,5
朔州,安政权,individual,5,安政权,6
朔州,尹滋,individual,5,尹滋,7
朔州,朔州市润泽投资发展有限公司,firm,5,朔州市润泽投资发展有限公司,8
朔州,田荣春,individual,5,田荣春,9
朔州,丁盘武,individual,4,丁盘武,10
朔州,苑玉山,individual,4,苑玉山,11
朔州,魏富儒,individual,4,魏富儒,12
朔州,龚润平,individual,4,龚润平,13
朔州,乔佐,individual,3,乔佐,14
朔州,元登科,individual,3,元登科,15
朔州,刘日宏,individual,3,刘日宏,16
朔州,吴裕礼,individual,3,吴裕礼,17
朔州,平朔煤炭工业公司,firm,3,平朔煤炭工业公司,18
朔州,武建国,individual,3,武建国,19
朔州,吴裕仁,individual,2,吴裕仁,20
朝阳,东风朝阳柴油机有限责任公司,firm,20,东风朝阳柴油机有限责任公司,1
朝阳,朝阳昊天有色金属有限公司,firm,13,朝阳昊天有色金属有限公司,2
朝阳,朝阳立塬新能源有限公司,firm,8,朝阳立塬新能源有限公司,3
朝阳,辽宁联达种业有限责任公司,firm,6,辽宁联达种业有限责任公司,4
朝阳,辽宁兴诺米业有限责任公司,firm,5,辽宁兴诺米业有限责任公司,5
朝阳,辽宁省微生物科学研究院,research,5,辽宁省微生物科学研究院,6
朝阳,北票市海丰食品有限公司,firm,4,北票市海丰食品有限公司,7
朝阳,北票市雪域藏獒制品开发有限公司,firm,4,北票市雪域藏獒制品开发有限公司,8
朝阳,朝阳市天龙大型水泥管道(集团)有限公司,firm,4,朝阳市天龙大型水泥管道(集团)有限公司,9
朝阳,朝阳重型机器发展有限公司,firm,4,朝阳重型机器发展有限公司,10
朝阳,辽宁省电力有限公司朝阳供电公司,firm,4,辽宁省电力有限公司朝阳供电公司,11
朝阳,邵映辉,individual,4,邵映辉,12
朝阳,霍耀锋,individual,4,霍耀锋,13
朝阳,刘国林,individual,3,刘国林,14
朝阳,朝阳华龙企业集团有限公司,firm,3,朝阳华龙企业集团有限公司,15
朝阳,朝阳无线电元件有限责任公司,firm,3,朝阳无线电元件有限责任公司,16
朝阳,朝阳百盛锆钛股份有限公司,firm,3,朝阳百盛锆钛股份有限公司,17
朝阳,朝阳鸿翔冶炼有限公司,firm,3,朝阳鸿翔冶炼有限公司,18
朝阳,李宪章,individual,3,李宪章,19
朝阳,王云龙,individual,3,王云龙,20
本溪,刘波,individual,47,刘波,1
本溪,本钢板材股份有限公司,firm,22,本钢板材股份有限公司,2
本溪,谢廷声,individual,11,谢廷声,3
本溪,本溪龙宝(集团)参茸有限公司,firm,10,本溪龙宝(集团)参茸有限公司,4
本溪,王雅林,individual,8,王雅林,5
本溪,宋福兴,individual,7,宋福兴,6
本溪,辽宁好护士药业(集团)有限责任公司,firm,6,辽宁好护士药业(集团)有限责任公司,7
本溪,辽宁本溪三药有限公司,firm,6,辽宁本溪三药有限公司,8
本溪,王铮,individual,5,王铮,9
本溪,陈阵,individual,5,陈阵,10
本溪,谢应凯,individual,4,谢应凯,11
本溪,辽宁科技学院,univ,4,辽宁科技学院,12
本溪,付长延,individual,3,付长延,13
本溪,孟昭君,individual,3,孟昭君,14
本溪,王杰,individual,3,王杰,15
本溪,艾纯强,individual,3,艾纯强,16
本溪,谢华,individual,3,谢华,17
本溪,谢应旭,individual,3,谢应旭,18
本溪,辽宁东方人药业有限公司,firm,3,辽宁东方人药业有限公司,19
本溪,于非,individual,2,于非,20
来宾,蒙国宁,individual,3,蒙国宁,1
来宾,广西方元电力股份有限公司桥巩水电站分公司,firm,2,广西方元电力股份有限公司桥巩水电站分公司,2
来宾,广西有色金属集团汇元锰业有限公司,firm,2,广西有色金属集团汇元锰业有限公司,3
来宾,广西象州联壮化工有限公司,firm,2,广西象州联壮化工有限公司,4
来宾,杨志杰,individual,2,杨志杰,5
来宾,林大灵,individual,2,林大灵,6
来宾,韦建耀,individual,2,韦建耀,7
来宾,兰盛锋,individual,1,兰盛锋,8
来宾,广西华佳丝绸有限公司,firm,1,广西华佳丝绸有限公司,9
来宾,广西合山市玉东澳洲坚果种养有限公司,firm,1,广西合山市玉东澳洲坚果种养有限公司,10
来宾,广西来宾银海铝业有限责任公司,firm,1,广西来宾银海铝业有限责任公司,11
来宾,广西金宏昕生物科技有限公司,firm,1,广西金宏昕生物科技有限公司,12
来宾,梁志业,individual,1,梁志业,13
来宾,熊一言,individual,1,熊一言,14
来宾,相国平,individual,1,相国平,15
来宾,莫宾,individual,1,莫宾,16
来宾,谢龙寿,individual,1,谢龙寿,17
来宾,韦耀宏,individual,1,韦耀宏,18
来宾,麦强,individual,1,麦强,19
来宾,黄元安,individual,1,黄元安,20
杭州,浙江大学,univ,5399,浙江大学,1
杭州,杭州华三通信技术有限公司,firm,1530,杭州华三通信技术有限公司,2
杭州,浙江工业大学,univ,1214,浙江工业大学,3
杭州,浙江理工大学,univ,491,浙江理工大学,4
杭州,杭州电子科技大学,univ,372,杭州电子科技大学,5
杭州,中国计量学院,univ,307,中国计量学院,6
杭州,浙江省农业科学院,univ,188,浙江省农业科学院,7
杭州,杭州六易科技有限公司,firm,171,杭州六易科技有限公司,8
杭州,浙江工商大学,univ,121,浙江工商大学,9
杭州,杭州师范大学,univ,115,杭州师范大学,10
杭州,浙江林学院,univ,107,浙江林学院,11
杭州,三花丹佛斯(杭州)微通道换热器有限公司,firm,86,三花丹佛斯(杭州)微通道换热器有限公司,12
杭州,中国水电顾问集团华东勘测设计研究院,firm,75,中国水电顾问集团华东勘测设计研究院,13
杭州,中国移动通信集团浙江有限公司,firm,75,中国移动通信集团浙江有限公司,14
杭州,杭州海康威视数字技术股份有限公司,firm,73,杭州海康威视数字技术股份有限公司,15
杭州,英飞特电子(杭州)有限公司,firm,68,英飞特电子(杭州)有限公司,16
杭州,浙江科技学院,univ,60,浙江科技学院,17
杭州,聚光科技(杭州)股份有限公司,firm,59,聚光科技(杭州)股份有限公司,18
杭州,杭州珂瑞特机械制造有限公司,firm,58,杭州珂瑞特机械制造有限公司,19
杭州,中国水稻研究所,research,57,中国水稻研究所,20
松原,苗凤祥,individual,5,苗凤祥,1
松原,杨永利,individual,4,杨永利,2
松原,赵长顺,individual,4,赵长顺,3
松原,安明武,individual,3,安明武,4
松原,松原大多油田配套产业有限公司,firm,3,松原大多油田配套产业有限公司,5
松原,王彦龙,individual,3,王彦龙,6
松原,王春玉,individual,3,王春玉,7
松原,于俊清,individual,2,于俊清,8
松原,刘恩伦,individual,2,刘恩伦,9
松原,孙宏伟,individual,2,孙宏伟,10
松原,李健光,individual,2,李健光,11
松原,李秋影,individual,2,李秋影,12
松原,李跃进,individual,2,李跃进,13
松原,王国辉,individual,2,王国辉,14
松原,王宇,individual,2,王宇,15
松原,中化吉林长山化工有限公司,firm,1,中化吉林长山化工有限公司,16
松原,乔国富,individual,1,乔国富,17
松原,乔洪慧,individual,1,乔洪慧,18
松原,于长海,individual,1,于长海,19
松原,刘向前,individual,1,刘向前,20
林芝,西藏奇正藏药股份有限公司,firm,17,西藏奇正藏药股份有限公司,1
林芝,西藏农牧学院,univ,5,西藏农牧学院,2
枣庄,刘善华,individual,14,刘善华,1
枣庄,枣庄矿业(集团)有限责任公司柴里煤矿,firm,14,枣庄矿业(集团)有限责任公司柴里煤矿,2
枣庄,枣庄矿业集团付村煤业有限公司,firm,14,枣庄矿业集团付村煤业有限公司,3
枣庄,水煤浆气化及煤化工国家工程研究中心,research,13,水煤浆气化及煤化工国家工程研究中心,4
枣庄,兖矿鲁南化肥厂,firm,12,兖矿鲁南化肥厂,5
枣庄,孟庆云,individual,10,孟庆云,6
枣庄,杨国梁,individual,10,杨国梁,7
枣庄,屈广花,individual,9,屈广花,8
枣庄,史洪海,individual,8,史洪海,9
枣庄,欧阳宝武,individual,8,欧阳宝武,10
枣庄,兖矿国泰化工有限公司,firm,7,兖矿国泰化工有限公司,11
枣庄,王春阳,individual,7,王春阳,12
枣庄,赵恒祥,individual,7,赵恒祥,13
枣庄,刘广强,individual,6,刘广强,14
枣庄,山东海吉雅环保设备有限公司,firm,6,山东海吉雅环保设备有限公司,15
枣庄,山东省泰和水处理有限公司,firm,6,山东省泰和水处理有限公司,16
枣庄,枣庄矿业(集团)有限责任公司蒋庄煤矿,firm,6,枣庄矿业(集团)有限责任公司蒋庄煤矿,17
枣庄,枣庄福源印染机械有限公司,firm,6,枣庄福源印染机械有限公司,18
枣庄,王承信,individual,6,王承信,19
枣庄,山东神工海特电子科技有限公司,firm,5,山东神工海特电子科技有限公司,20
柳州,上汽通用五菱汽车股份有限公司,firm,126,上汽通用五菱汽车股份有限公司,1
柳州,广西工学院,univ,29,广西工学院,2
柳州,广西壮族自治区花红药业股份有限公司,firm,14,广西壮族自治区花红药业股份有限公司,3
柳州,柳州欧维姆机械股份有限公司,firm,12,柳州欧维姆机械股份有限公司,4
柳州,罗晓迪,individual,10,罗晓迪,5
柳州,琪元,individual,9,琪元,6
柳州,柳州五菱汽车有限责任公司,firm,8,柳州五菱汽车有限责任公司,7
柳州,广西柳工机械股份有限公司,firm,7,广西柳工机械股份有限公司,8
柳州,曾超宁,individual,7,曾超宁,9
柳州,罗文礼,individual,7,罗文礼,10
柳州,刘觉滨,individual,6,刘觉滨,11
柳州,李健民,individual,6,李健民,12
柳州,柳州两面针股份有限公司,firm,6,柳州两面针股份有限公司,13
柳州,陈峰,individual,6,陈峰,14
柳州,广西建工集团第五建筑工程有限责任公司,firm,5,广西建工集团第五建筑工程有限责任公司,15
柳州,柳州职业技术学院,univ,5,柳州职业技术学院,16
柳州,谭月清,individual,5,谭月清,17
柳州,韦战,individual,5,韦战,18
柳州,广西华锡集团股份有限公司,firm,4,广西华锡集团股份有限公司,19
柳州,柳州市大荣非金属材料有限公司,firm,4,柳州市大荣非金属材料有限公司,20
株洲,株洲南车时代电气股份有限公司,firm,127,株洲南车时代电气股份有限公司,1
株洲,株洲冶炼集团股份有限公司,firm,109,株洲冶炼集团股份有限公司,2
株洲,株洲时代新材料科技股份有限公司,firm,58,株洲时代新材料科技股份有限公司,3
株洲,株洲钻石切削刀具股份有限公司,firm,55,株洲钻石切削刀具股份有限公司,4
株洲,南车株洲电力机车有限公司,firm,50,南车株洲电力机车有限公司,5
株洲,株洲硬质合金集团有限公司,firm,39,株洲硬质合金集团有限公司,6
株洲,湖南工业大学,univ,19,湖南工业大学,7
株洲,中国南方航空工业(集团)有限公司,firm,18,中国南方航空工业(集团)有限公司,8
株洲,湖南南车时代电动汽车股份有限公司,firm,18,湖南南车时代电动汽车股份有限公司,9
株洲,株洲变流技术国家工程研究中心有限公司,firm,16,株洲变流技术国家工程研究中心有限公司,10
株洲,株洲千金药业股份有限公司,firm,14,株洲千金药业股份有限公司,11
株洲,中国航空动力机械研究所,research,12,中国航空动力机械研究所,12
株洲,南车株洲电力机车研究所有限公司,firm,11,南车株洲电力机车研究所有限公司,13
株洲,南车株洲电机有限公司,firm,11,南车株洲电机有限公司,14
株洲,刘运武,individual,10,刘运武,15
株洲,株洲时代工程塑料制品有限责任公司,firm,10,株洲时代工程塑料制品有限责任公司,16
株洲,株洲时代电气绝缘有限责任公司,firm,10,株洲时代电气绝缘有限责任公司,17
株洲,湖南泰鑫瓷业有限公司,firm,9,湖南泰鑫瓷业有限公司,18
株洲,孙福莲,individual,8,孙福莲,19
株洲,株洲市兴民科技有限公司,firm,8,株洲市兴民科技有限公司,20
桂林,桂林理工大学,univ,126,桂林理工大学,1
桂林,桂林电子科技大学,univ,104,桂林电子科技大学,2
桂林,桂林工学院,univ,69,桂林工学院,3
桂林,广西师范大学,univ,57,广西师范大学,4
桂林,昊华南方(桂林)橡胶有限责任公司,firm,25,昊华南方(桂林)橡胶有限责任公司,5
桂林,中国化工橡胶桂林有限公司,firm,23,中国化工橡胶桂林有限公司,6
桂林,桂林莱茵生物科技股份有限公司,firm,19,桂林莱茵生物科技股份有限公司,7
桂林,中橡集团曙光橡胶工业研究设计院,firm,13,中橡集团曙光橡胶工业研究设计院,8
桂林,乔林友,individual,11,乔林友,9
桂林,桂林橡胶机械厂,firm,10,桂林橡胶机械厂,10
桂林,桂林乳胶厂,firm,9,桂林乳胶厂,11
桂林,中国化学工业桂林工程有限公司,firm,8,中国化学工业桂林工程有限公司,12
桂林,桂林三金药业股份有限公司,firm,8,桂林三金药业股份有限公司,13
桂林,桂林医学院,univ,8,桂林医学院,14
桂林,桂林矿产地质研究院,firm,8,桂林矿产地质研究院,15
桂林,燕京啤酒(桂林漓泉)股份有限公司,firm,7,燕京啤酒(桂林漓泉)股份有限公司,16
桂林,桂林航天电子有限公司,firm,6,桂林航天电子有限公司,17
桂林,林炳营,individual,5,林炳营,18
桂林,桂林星火机械制造有限公司,firm,5,桂林星火机械制造有限公司,19
桂林,桂林机床股份有限公司,firm,5,桂林机床股份有限公司,20
梅州,嘉应学院,univ,17,嘉应学院,1
梅州,林谊,individual,6,林谊,2
梅州,梅州博敏电子有限公司,firm,6,梅州博敏电子有限公司,3
梅州,梅州市志浩电子科技有限公司,firm,6,梅州市志浩电子科技有限公司,4
梅州,吴煌发,individual,5,吴煌发,5
梅州,广东南台药业有限公司,firm,5,广东南台药业有限公司,6
梅州,广东新大地生物科技股份有限公司,firm,5,广东新大地生物科技股份有限公司,7
梅州,梅州振声包装技术有限公司,firm,5,梅州振声包装技术有限公司,8
梅州,兴宁市洪才电镀废水处理设备有限公司,firm,3,兴宁市洪才电镀废水处理设备有限公司,9
梅州,广东富农食品有限公司,firm,3,广东富农食品有限公司,10
梅州,广东富远稀土新材料股份有限公司,firm,3,广东富远稀土新材料股份有限公司,11
梅州,广福建材(蕉岭)精化有限公司,firm,3,广福建材(蕉岭)精化有限公司,12
梅州,徐安定,individual,3,徐安定,13
梅州,谢仁朗,individual,3,谢仁朗,14
梅州,倪文城,individual,2,倪文城,15
梅州,兴宁市精细化工厂有限公司,firm,2,兴宁市精细化工厂有限公司,16
梅州,广东侨微生物科技有限公司,firm,2,广东侨微生物科技有限公司,17
梅州,广东华威化工实业有限公司,firm,2,广东华威化工实业有限公司,18
梅州,广东嘉和电器股份有限公司,firm,2,广东嘉和电器股份有限公司,19
梅州,广东宇星锑业有限公司,firm,2,广东宇星锑业有限公司,20
梧州,李浪辉,individual,16,李浪辉,1
梧州,梁荫健,individual,8,梁荫健,2
梧州,梧州神冠蛋白肠衣有限公司,firm,8,梧州神冠蛋白肠衣有限公司,3
梧州,许淑清,individual,5,许淑清,4
梧州,广西强寿药业集团有限公司,firm,4,广西强寿药业集团有限公司,5
梧州,莫丽嘉,individual,3,莫丽嘉,6
梧州,黄进平,individual,3,黄进平,7
梧州,吴柱华,individual,2,吴柱华,8
梧州,广西梧州制药(集团)股份有限公司,firm,2,广西梧州制药(集团)股份有限公司,9
梧州,李家新,individual,2,李家新,10
梧州,梧州三和新材料科技有限公司,firm,2,梧州三和新材料科技有限公司,11
梧州,瑞福祥药业(广西)有限公司,firm,2,瑞福祥药业(广西)有限公司,12
梧州,秦彩玲,individual,2,秦彩玲,13
梧州,谢煜光,individual,2,谢煜光,14
梧州,郭富强,individual,2,郭富强,15
梧州,中央储备粮梧州直属库,other,1,中央储备粮梧州直属库,16
梧州,刘廷,individual,1,刘廷,17
梧州,刘莉,individual,1,刘莉,18
梧州,广西天鹅蓄电池有限责任公司,firm,1,广西天鹅蓄电池有限责任公司,19
梧州,广西梧州日成林产化工股份有限公司,firm,1,广西梧州日成林产化工股份有限公司,20
楚雄彝族自治州,云南省农业科学院热区生态农业研究所,univ,26,云南省农业科学院热区生态农业研究所,1
楚雄彝族自治州,云南爱尔发生物技术有限公司,firm,6,云南爱尔发生物技术有限公司,2
楚雄彝族自治州,易美春,individual,6,易美春,3
楚雄彝族自治州,黄登平,individual,6,黄登平,4
楚雄彝族自治州,耿兆华,individual,5,耿兆华,5
楚雄彝族自治州,云南天腾化工有限公司,firm,4,云南天腾化工有限公司,6
楚雄彝族自治州,楚雄宏桂绿色食品有限公司,firm,4,楚雄宏桂绿色食品有限公司,7
楚雄彝族自治州,罗光臣,individual,4,罗光臣,8
楚雄彝族自治州,云南燃二化工有限公司,firm,3,云南燃二化工有限公司,9
楚雄彝族自治州,叶子仁,individual,3,叶子仁,10
楚雄彝族自治州,楚雄师范学院,univ,3,楚雄师范学院,11
楚雄彝族自治州,赵克阳,individual,3,赵克阳,12
楚雄彝族自治州,云南楚雄天利药业有限公司,firm,2,云南楚雄天利药业有限公司,13
楚雄彝族自治州,云南楚雄彝山工贸有限公司,firm,2,云南楚雄彝山工贸有限公司,14
楚雄彝族自治州,云南牟定润丰源食品有限责任公司,firm,2,云南牟定润丰源食品有限责任公司,15
楚雄彝族自治州,倪志群,individual,2,倪志群,16
楚雄彝族自治州,南华茂森综合利用有限责任公司,firm,2,南华茂森综合利用有限责任公司,17
楚雄彝族自治州,周云飞,individual,2,周云飞,18
楚雄彝族自治州,段丽蓉,individual,2,段丽蓉,19
楚雄彝族自治州,云南云开电气股份有限公司,firm,1,云南云开电气股份有限公司,20
榆林,陕西神木化学工业有限公司,firm,7,陕西神木化学工业有限公司,1
榆林,王树宽,individual,4,王树宽,2
榆林,榆林学院,univ,3,榆林学院,3
榆林,许富昌,individual,3,许富昌,4
榆林,高崇东,individual,3,高崇东,5
榆林,高明利,individual,3,高明利,6
榆林,佳县益民现代农业开发有限公司,firm,2,佳县益民现代农业开发有限公司,7
榆林,杜建,individual,2,杜建,8
榆林,王建平,individual,2,王建平,9
榆林,王志江,individual,2,王志江,10
榆林,马文孝,individual,2,马文孝,11
榆林,高瑜,individual,2,高瑜,12
榆林,任政军,individual,1,任政军,13
榆林,任玉珊,individual,1,任玉珊,14
榆林,侯思明,individual,1,侯思明,15
榆林,刘子建,individual,1,刘子建,16
榆林,刘新宇,individual,1,刘新宇,17
榆林,子洲县天赐中药材有限责任公司,firm,1,子洲县天赐中药材有限责任公司,18
榆林,康新,individual,1,康新,19
榆林,张乃文,individual,1,张乃文,20
武威,甘肃敬业农业科技有限公司,firm,6,甘肃敬业农业科技有限公司,1
武威,吴元,individual,4,吴元,2
武威,甘肃赫原生物制品有限公司,firm,4,甘肃赫原生物制品有限公司,3
武威,武威金苹果新果仁食品有限责任公司,firm,2,武威金苹果新果仁食品有限责任公司,4
武威,甘肃创兴生物工程有限责任公司,firm,2,甘肃创兴生物工程有限责任公司,5
武威,程浩德,individual,2,程浩德,6
武威,丁国成,individual,1,丁国成,7
武威,任学瑞,other,1,任学瑞,8
武威,吴正奇,individual,1,吴正奇,9
武威,张钰浩,individual,1,张钰浩,10
武威,曹平,individual,1,曹平,11
武威,武威红牛农牧科技有限公司,firm,1,武威红牛农牧科技有限公司,12
武威,甘肃天祝藏酒酒业有限公司,firm,1,甘肃天祝藏酒酒业有限公司,13
武威,甘肃普安制药有限公司,firm,1,甘肃普安制药有限公司,14
武威,甘肃省武威公路总段,other,1,甘肃省武威公路总段,15
武威,贾永鑫,individual,1,贾永鑫,16
武威,赵永先,individual,1,赵永先,17
武威,郭建忠,individual,1,郭建忠,18
武威,陈庆明,individual,1,陈庆明,19
武汉,华中科技大学,univ,1307,华中科技大学,1
武汉,武汉大学,univ,779,武汉大学,2
武汉,武汉理工大学,univ,713,武汉理工大学,3
武汉,武汉钢铁(集团)公司,firm,436,武汉钢铁(集团)公司,4
武汉,华中农业大学,univ,402,华中农业大学,5
武汉,武汉科技大学,univ,231,武汉科技大学,6
武汉,中国地质大学(武汉),univ,198,中国地质大学(武汉),7
