policy_name,batch_year,raw_region_name,parent_city_for_t10,province_hint,mapping_level,source_name,source_url,confidence,note
broadband_china_pilot,2016,沈阳市,沈阳,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,牡丹江市,牡丹江,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,无锡市,无锡,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,泰州市,泰州,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,南通市,南通,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,杭州市,杭州,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,宿州市,宿州,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,黄山市,黄山,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,马鞍山市,马鞍山,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,吉安市,吉安,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,烟台市,烟台,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,枣庄市,枣庄,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,商丘市,商丘,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,焦作市,焦作,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,南阳市,南阳,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,鄂州市,鄂州,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,衡阳市,衡阳,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,益阳市,益阳,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,玉林市,玉林,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,海口市,海口,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,雅安市,雅安,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,泸州市,泸州,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,南充市,南充,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,遵义市,遵义,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,文山壮族苗族自治州,文山壮族苗族自治州,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,拉萨市,拉萨,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,林芝市,林芝,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,渭南市,渭南,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,武威市,武威,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,酒泉市,酒泉,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,天水市,天水,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,西宁市,西宁,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,九龙坡区,重庆,,district_mapped_to_municipality,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,北碚区,重庆,,district_mapped_to_municipality,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
