license_no,license_year,company,city,province,idc_scope,location_source
A2.B1-20232454,2023,鼎熙国讯科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20195167,2019,江苏云泰互联科技有限公司,常州市,江苏省,nan,scope_city_or_fallback
B1.B2-20230896,2023,武汉诺正欧科技有限公司,武汉市,湖北省,nan,scope_city_or_fallback
A2.B1-20200038,2020,上海鼎崮网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20170001,2017,众智联云（北京）通信技术有限公司,北京市,北京市,nan,scope_city_or_fallback
津B1-20150037,2015,天津金石创世网络科技有限公司,天津市,天津市,天津市,scope_city_or_fallback
B1-20235641,2023,成都大视觉智能科技有限公司,成都市,四川省,nan,scope_city_or_fallback
皖B2-20140010,2014,安徽斯百德信息技术有限公司,合肥市,安徽省,nan,scope_city_or_fallback
B1.B2-20233640,2023,河南租电智能科技有限公司,郑州市,河南省,nan,scope_city_or_fallback
B1-20140252,2014,北京远中和科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20230494,2023,江苏铭之博信息科技有限公司,南京市,江苏省,nan,scope_city_or_fallback
浙B1.B2-20110098,2011,杭州速联信息科技有限公司,湖州市,浙江省,湖州市,scope_city_or_fallback
京B1-20150037,2015,移领云信（北京）科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20171522,2017,深圳市百悦通信技术有限公司,宁波市,浙江省,郑州市;宁波市,scope_city_or_fallback
B1-20171522,2017,深圳市百悦通信技术有限公司,郑州市,河南省,郑州市;宁波市,scope_city_or_fallback
B1.B2-20211016,2021,山东思极科技有限公司,济南市,山东省,nan,scope_city_or_fallback
B1.B2-20211859,2021,内蒙古创优科技有限责任公司,乌兰察布市,内蒙古自治区,nan,scope_city_or_fallback
沪B1-20210023,2021,上海暻熠数据科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20212023,2021,惠州市翼信实业有限公司,惠州市,广东省,nan,scope_city_or_fallback
B1-20213332,2021,天津市兆速网络通信技术有限公司,天津市,天津市,nan,scope_city_or_fallback
B1.B2-20181368,2018,上海品茹信息科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20223850,2022,有孚云计算科技（广州）有限公司,广州市,广东省,nan,scope_city_or_fallback
A2.B1.B2-20203593,2020,北京融安星云网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20213286,2021,浙江聚网云科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1-20211650,2021,广东腾龙数据科技有限公司,佛山市,广东省,nan,scope_city_or_fallback
A2.B1.B2-20224697,2022,南昌集日科技有限公司,南昌市,江西省,nan,scope_city_or_fallback
B1-20203027,2020,上海梓微信息科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20210026,2021,北京掌云天下科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20120294,2012,上海聚力传媒技术有限公司,上海市,上海市,nan,scope_city_or_fallback
浙B1-20190065,2019,浙江天量科技有限公司,金华市,浙江省,nan,scope_city_or_fallback
B1-20224487,2022,云南嘟声互联网信息服务有限公司,大理白族自治州,云南省,nan,scope_city_or_fallback
B1.B2-20215483,2021,上海空淼科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20130227,2013,北京烽火万家科技有限公司,上海市,上海市,上海市;北京市,scope_city_or_fallback
B1.B2-20130227,2013,北京烽火万家科技有限公司,北京市,北京市,上海市;北京市,scope_city_or_fallback
晋B1.B2-20050024,2005,山西百得科技开发股份有限公司,太原市,山西省,太原市,scope_city_or_fallback
B1-20183327,2018,浙江灵和信息技术有限公司,杭州市,浙江省,nan,scope_city_or_fallback
A2.B1-20211140,2021,浙江中嘉德通信科技有限公司,湖州市,浙江省,nan,scope_city_or_fallback
A2.B1-20214214,2021,上海闵渠网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20231666,2023,海南云创灵动科技有限公司,海口市,海南省,nan,scope_city_or_fallback
B1-20221505,2022,北京金航联科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20120005,2012,北京京东叁佰陆拾度电子商务有限公司,上海市,上海市,宿迁市;上海市;广州市;北京市,scope_city_or_fallback
B1.B2-20120005,2012,北京京东叁佰陆拾度电子商务有限公司,北京市,北京市,宿迁市;上海市;广州市;北京市,scope_city_or_fallback
B1.B2-20120005,2012,北京京东叁佰陆拾度电子商务有限公司,宿迁市,江苏省,宿迁市;上海市;广州市;北京市,scope_city_or_fallback
B1.B2-20120005,2012,北京京东叁佰陆拾度电子商务有限公司,广州市,广东省,宿迁市;上海市;广州市;北京市,scope_city_or_fallback
B1-20173236,2017,日海通信服务有限公司,广州市,广东省,nan,scope_city_or_fallback
京B2-20070031,2007,中经网数据有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20210333,2021,孝感创超信息科技有限公司,孝感市,湖北省,nan,scope_city_or_fallback
B1-20200712,2020,北京畅云无限科技有限公司,北京市,北京市,nan,scope_city_or_fallback
鲁B1.B2-20200273,2020,泰安市泰山网络传媒有限公司,泰安市,山东省,nan,scope_city_or_fallback
B1-20223005,2022,广州南沙博鋆科技有限公司,广州市,广东省,nan,scope_city_or_fallback
豫B1.B2-20213109,2021,郑州大数据发展有限公司,郑州市,河南省,nan,scope_city_or_fallback
B1-20182657,2018,北京五仁科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20184281,2018,浙江万兆互联科技有限公司,嘉兴市,浙江省,nan,scope_city_or_fallback
B1-20173248,2017,北京交广国盛科技发展有限公司,北京市,北京市,北京市;廊坊市,scope_city_or_fallback
B1-20173248,2017,北京交广国盛科技发展有限公司,廊坊市,河北省,北京市;廊坊市,scope_city_or_fallback
B1-20231400,2023,内蒙古高科实业有限责任公司,鄂尔多斯市,内蒙古自治区,nan,scope_city_or_fallback
B1-20222082,2022,西安智享信安数据科技有限公司,西安市,陕西省,nan,scope_city_or_fallback
B1-20181642,2018,广州市动易网络科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20231137,2023,湖南坊沁网络科技有限责任公司,郴州市,湖南省,nan,scope_city_or_fallback
甘B1-20180025,2018,兰州希格网络科技有限责任公司,兰州市,甘肃省,nan,scope_city_or_fallback
B1-20242971,2024,新华网江苏有限公司,南京市,江苏省,nan,scope_city_or_fallback
A2.B1.B2-20230549,2023,北京花漾科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20220818,2022,海南数字丝路科技有限公司,海口市,海南省,nan,scope_city_or_fallback
B1-20212759,2021,深圳西部世界科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20224199,2022,北京繁兴科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20234030,2023,深圳市火烨燃科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20182342,2018,湖南三合道信息科技有限公司,长沙市,湖南省,nan,scope_city_or_fallback
B1-20201263,2020,辽宁柒隆智能科技有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
A2.B1-20221492,2022,北京亿安天下超算智能科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20203594,2020,深圳市中创迈讯科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20150645,2015,深圳市锐网科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20181236,2018,东莞云悫计算机系统有限公司,东莞市,广东省,nan,scope_city_or_fallback
A2.B1.B2-20161016,2016,北京明盛时空科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20201106,2020,上海云艇网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20150716,2015,北京联速信息网络技术有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20221525,2022,上海轲盟科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20223431,2022,重庆吉朵云网络科技有限公司,重庆市,重庆市,nan,scope_city_or_fallback
B1-20203714,2020,深圳市佳创视讯技术股份有限公司,深圳市,广东省,nan,scope_city_or_fallback
津B1.B2-20150008,2015,天津北通朝亚数据技术有限公司,天津市,天津市,nan,scope_city_or_fallback
B1-20224186,2022,广东职教桥数据科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20220892,2022,宁夏钧少网络科技有限公司,石嘴山市,宁夏回族自治区,nan,scope_city_or_fallback
A2.B1.B2-20170249,2017,北京九云无限网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20183895,2018,广州安云数据科技有限公司,广州市,广东省,nan,scope_city_or_fallback
浙B1-20181205,2018,嘉善云英科技有限公司,嘉兴市,浙江省,nan,scope_city_or_fallback
京B1.B2-20060139,2006,人民网股份有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20220257,2022,言信物联网科技有限责任公司,福州市,福建省,nan,scope_city_or_fallback
B1.B2-20161014,2016,北京五福智迅科技有限公司,北京市,北京市,nan,scope_city_or_fallback
辽B1-20170208,2017,辽宁云鼎网络科技有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
B1-20150899,2015,广州天庭信息科技有限公司,广州市,广东省,nan,scope_city_or_fallback
浙B1-20120153,2012,杭州汉博数字技术有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1-20230019,2023,温州康金圆科技有限公司,温州市,浙江省,nan,scope_city_or_fallback
鄂B1-20190296,2019,武汉盛世天游网络技术有限公司,武汉市,湖北省,nan,scope_city_or_fallback
B1-20184288,2018,华为技术有限公司,深圳市,广东省,nan,scope_city_or_fallback
渝B1.B2-20120027,2012,重庆萤火虫科技股份有限公司,重庆市,重庆市,nan,scope_city_or_fallback
B1-20240353,2024,安徽沁云信息技术有限公司,安庆市,安徽省,nan,scope_city_or_fallback
合字B1.B2-20080003,2008,深圳第一线通信有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20150406,2015,深圳市利成网络有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20214291,2021,北京芬创隆联科技有限公司,北京市,北京市,nan,scope_city_or_fallback
鲁B1-20160044,2016,临沂美尚网络技术有限公司,临沂市,山东省,nan,scope_city_or_fallback
B1-20171550,2017,中股电子河北有限公司,衡水市,河北省,nan,scope_city_or_fallback
湘B1-20170080,2017,湖南思耐克斯贸易有限公司,益阳市,湖南省,益阳市,scope_city_or_fallback
A2.B1.B2-20225560,2022,北京蓝海华腾科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20194586,2019,北京北龙超级云计算有限责任公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20161116,2016,上海云朴信息科技有限公司,上海市,上海市,上海市;北京市,scope_city_or_fallback
A2.B1-20161116,2016,上海云朴信息科技有限公司,北京市,北京市,上海市;北京市,scope_city_or_fallback
B1.B2-20220734,2022,上海杉沓科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20150970,2015,东莞市多通网络科技有限公司,广州市,广东省,长沙市;广州市,scope_city_or_fallback
B1.B2-20150970,2015,东莞市多通网络科技有限公司,长沙市,湖南省,长沙市;广州市,scope_city_or_fallback
闽B1.B2-20210443,2021,福建省数字福建云计算运营有限公司,福州市,福建省,nan,scope_city_or_fallback
B1-20213657,2021,湛江市翰恒科技有限公司,湛江市,广东省,nan,scope_city_or_fallback
B1-20172760,2017,北京神洲天才科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
川B1-20201108,2020,雷波县互云互通科技有限公司,凉山彝族自治州,四川省,nan,scope_city_or_fallback
A2.B1-20240625,2024,北京麦弗瑞科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20210373,2021,广州云基力盾信息技术有限公司,广州市,广东省,nan,scope_city_or_fallback
B1.B2-20172608,2017,广州烽云信息科技有限公司,广州市,广东省,nan,scope_city_or_fallback
粤B1-20180063,2018,深圳市环宇天空网络科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20213233,2021,江苏耀盛网络信息科技有限公司,徐州市,江苏省,nan,scope_city_or_fallback
A2.B1-20183093,2018,北京纽西贸易发展有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20191768,2019,广州汇通国信科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20160186,2016,贵州翔明科技有限责任公司,北京市,北京市,北京市;贵阳市,scope_city_or_fallback
B1-20160186,2016,贵州翔明科技有限责任公司,贵阳市,贵州省,北京市;贵阳市,scope_city_or_fallback
B1-20172720,2017,江苏赞奇科技股份有限公司,上海市,上海市,北京市;上海市,scope_city_or_fallback
B1-20172720,2017,江苏赞奇科技股份有限公司,北京市,北京市,北京市;上海市,scope_city_or_fallback
B1-20211549,2021,武汉众智云存科技有限公司,武汉市,湖北省,nan,scope_city_or_fallback
B1.B2-20224464,2022,辽宁云越科技有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
A2.B1.B2-20184491,2018,贵州国电南自智慧城市开发有限公司,安顺市,贵州省,nan,scope_city_or_fallback
A2.B1-20203034,2020,北京峰彩智能科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20172010,2017,西藏宁算科技集团有限公司,北京市,北京市,北京市;拉萨市,scope_city_or_fallback
B1.B2-20172010,2017,西藏宁算科技集团有限公司,拉萨市,西藏自治区,北京市;拉萨市,scope_city_or_fallback
B1-20192334,2019,深圳市千树通讯技术有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20220984,2022,北京比虎科技有限公司,北京市,北京市,nan,scope_city_or_fallback
晋B1-20220003,2022,山西省信息产业技术研究院有限公司,太原市,山西省,nan,scope_city_or_fallback
B1-20210959,2021,南充西特图物业管理有限公司,南充市,四川省,nan,scope_city_or_fallback
B1-20170625,2017,北京爱普电力股份有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20203588,2020,上海世联科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20221060,2022,北京中拓宏达科技有限公司,北京市,北京市,nan,scope_city_or_fallback
黑B2-20101293,2010,哈尔滨市假日旅游咨询服务有限公司,哈尔滨市,黑龙江省,黑龙江省,scope_city_or_fallback
