license_no,license_year,company,city,province,idc_scope,location_source
A2.B1-20220443,2022,浙江云懿数据科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1-20210323,2021,黑水恒壹云计算技术有限公司,阿坝藏族羌族自治州,四川省,nan,scope_city_or_fallback
B1.B2-20213141,2021,上海浙丞科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20234280,2023,贵州海鑫盛科技有限公司,贵阳市,贵州省,nan,scope_city_or_fallback
B1.B2-20190767,2019,广州子轩网络科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20233622,2023,北京锐思天宸科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20225180,2022,中航云电信（佛山）有限公司,佛山市,广东省,nan,scope_city_or_fallback
B1-20172372,2017,联云智信（北京）科技发展有限公司,徐州市,江苏省,沈阳市;徐州市;枣庄市,scope_city_or_fallback
B1-20172372,2017,联云智信（北京）科技发展有限公司,枣庄市,山东省,沈阳市;徐州市;枣庄市,scope_city_or_fallback
B1-20172372,2017,联云智信（北京）科技发展有限公司,沈阳市,辽宁省,沈阳市;徐州市;枣庄市,scope_city_or_fallback
闽B1-20170136,2017,泉州市数字云谷信息产业发展有限公司,泉州市,福建省,nan,scope_city_or_fallback
B1.B2-20210291,2021,山东志想予瑟网络科技有限公司,青岛市,山东省,nan,scope_city_or_fallback
B1-20213046,2021,山东云如故网络科技有限公司,济南市,山东省,nan,scope_city_or_fallback
A2.B1-20170006,2017,深圳臻云技术股份有限公司,深圳市,广东省,nan,scope_city_or_fallback
A2.B1.B2-20212684,2021,深圳市云联启创科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20211969,2021,杭州焱日科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1.B2-20172147,2017,河北兰科网络工程集团有限公司,廊坊市,河北省,nan,scope_city_or_fallback
湘B1-20160102,2016,长沙思源网络科技有限公司,长沙市,湖南省,长沙市,scope_city_or_fallback
陕B1.B2-20090102,2009,西安天互通信有限公司,西安市,陕西省,西安市,scope_city_or_fallback
A2.B1-20220725,2022,广州飞动网络科技有限公司,广州市,广东省,nan,scope_city_or_fallback
浙B1.B2-20140366,2014,台州安云科技有限公司,台州市,浙江省,nan,scope_city_or_fallback
B1.B2-20160930,2016,上海树喜通讯技术有限公司,廊坊市,河北省,廊坊市;池州市,scope_city_or_fallback
B1.B2-20160930,2016,上海树喜通讯技术有限公司,池州市,安徽省,廊坊市;池州市,scope_city_or_fallback
B1-20100055,2010,上海帝联信息科技股份有限公司,上海市,上海市,nan,scope_city_or_fallback
A2.B1-20220726,2022,上海淳挚盈网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
晋B1.B2-20150009,2015,太原市祥鑫数码科技有限公司,太原市,山西省,nan,scope_city_or_fallback
B1.B2-20221425,2022,安徽线尚信息科技有限公司,合肥市,安徽省,nan,scope_city_or_fallback
鄂B1-20220848,2022,湖北和光同尘通信有限公司,武汉市,湖北省,nan,scope_city_or_fallback
B1-20210150,2021,河南亿博通信技术有限公司,郑州市,河南省,nan,scope_city_or_fallback
B1-20210565,2021,郴州市华时通信有限公司,郴州市,湖南省,nan,scope_city_or_fallback
A2.B1-20170017,2017,北京快捷互通网络科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20160016,2016,上海用九网络技术有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20220466,2022,北京天杭银河科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20213456,2021,家家云科技（深圳）有限公司,深圳市,广东省,nan,scope_city_or_fallback
吉B2-20140038,2014,吉林市城投通信科技有限公司,吉林市,吉林省,nan,scope_city_or_fallback
A2.B1-20203141,2020,深圳通建实业有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20182760,2018,北京电信易通云计算技术有限公司,北京市,北京市,nan,scope_city_or_fallback
湘B1-20240740,2024,湖南星通电力信息通信有限公司,长沙市,湖南省,nan,scope_city_or_fallback
B1-20210016,2021,山东余跃网络科技有限公司,济南市,山东省,nan,scope_city_or_fallback
B1-20203332,2020,北京中祥英科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20230296,2023,北京猎律科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20196052,2019,中数云计算科技（上海）有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20223831,2022,北京微报名信息科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20212619,2021,上海网域网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20192757,2019,深圳江米科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20201943,2020,北京焰方科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20211151,2021,北京睿智共存科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20180439,2018,东华金云网络股份公司,马鞍山市,安徽省,nan,scope_city_or_fallback
B1-20222820,2022,广西无限猫网络技术有限公司,南宁市,广西壮族自治区,nan,scope_city_or_fallback
B1-20160556,2016,上海共创信息技术股份有限公司,苏州市,江苏省,苏州市;上海市,scope_city_or_fallback
B1.B2-20202024,2020,北京品泓贸易有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20215461,2021,泸州市羽心网络科技有限公司,泸州市,四川省,nan,scope_city_or_fallback
B2-20196386,2019,北京金三科技股份有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20203260,2020,江苏万星云计算系统有限公司,南京市,江苏省,nan,scope_city_or_fallback
B1-20150202,2015,北京东方网信科技股份有限公司,北京市,北京市,nan,scope_city_or_fallback
合字B1-20200124,2020,杭州云盈云数据有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1-20201853,2020,上海崆苍网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
赣B2-20100033,2010,江西网优科技股份有限公司,萍乡市,江西省,nan,scope_city_or_fallback
A2.B1-20181259,2018,亚太环通（北京）信息系统有限公司,北京市,北京市,nan,scope_city_or_fallback
浙B1-20170761,2017,杭州智库云科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
浙B1.B2-20160821,2016,台州世通网络技术有限公司,台州市,浙江省,台州市,scope_city_or_fallback
B1.B2-20215213,2021,北京华信星航科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20241179,2024,上海隆恺信息科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20211028,2021,广州祈君康信息科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20230949,2023,苏州骑云科技有限公司,苏州市,江苏省,nan,scope_city_or_fallback
B1-20184287,2018,深圳中云唐宝信息技术有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20241053,2024,深圳市智恩特云计算有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20172726,2017,龙口市龙腾网络技术服务有限公司,烟台市,山东省,nan,scope_city_or_fallback
A2.B1-20240526,2024,北京鑫博宏远信息科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20190312,2019,上海华示通信有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20210706,2021,盐城驰成科技有限公司,盐城市,江苏省,nan,scope_city_or_fallback
B1-20191649,2019,北京忠美云科技有限公司,北京市,北京市,nan,scope_city_or_fallback
川B1.B2-20100068,2010,四川火山互联信息科技有限责任公司,成都市,四川省,nan,scope_city_or_fallback
B1-20172600,2017,成都西维数码科技有限公司,北京市,北京市,郑州市;成都市;北京市;绵阳市,scope_city_or_fallback
B1-20172600,2017,成都西维数码科技有限公司,成都市,四川省,郑州市;成都市;北京市;绵阳市,scope_city_or_fallback
B1-20172600,2017,成都西维数码科技有限公司,绵阳市,四川省,郑州市;成都市;北京市;绵阳市,scope_city_or_fallback
B1-20172600,2017,成都西维数码科技有限公司,郑州市,河南省,郑州市;成都市;北京市;绵阳市,scope_city_or_fallback
A2.B1.B2-20160803,2016,北京数据家科技股份有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20183353,2018,北京安通讯达科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
冀B1-20140011,2014,河北慧日信息技术有限公司,石家庄市,河北省,nan,scope_city_or_fallback
沪B1-20160171,2016,上海巍阳通信科技有限公司,上海市,上海市,nan,scope_city_or_fallback
A2.B1-20190931,2019,北京云尔计算科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20202088,2020,云上广西网络科技有限公司,贺州市,广西壮族自治区,nan,scope_city_or_fallback
B1-20090085,2009,深圳市高德信通信股份有限公司,上海市,上海市,深圳市;上海市,scope_city_or_fallback
B1-20090085,2009,深圳市高德信通信股份有限公司,深圳市,广东省,深圳市;上海市,scope_city_or_fallback
B1-20230803,2023,工巨云（成都）科技有限公司,成都市,四川省,nan,scope_city_or_fallback
豫B1.B2-20180220,2018,河南中浩信息科技有限公司,郑州市,河南省,郑州市 在线数据处理与交易处理业务,scope_city_or_fallback
B1-20203258,2020,内蒙古佳云超算科技有限责任公司,呼和浩特市,内蒙古自治区,nan,scope_city_or_fallback
B1-20182025,2018,北京贰零四玖云计算数据技术服务有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20230553,2023,北京策华科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20150341,2015,广东因云特网络科技有限公司,厦门市,福建省,厦门市;湛江市,scope_city_or_fallback
B1-20150341,2015,广东因云特网络科技有限公司,湛江市,广东省,厦门市;湛江市,scope_city_or_fallback
B1-20180450,2018,深圳金钱盾科技产业有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20182846,2018,怡和祥云（深圳）科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
津B1.B2-20050031,2005,天津广播电视网络有限公司,天津市,天津市,nan,scope_city_or_fallback
A2.B1-20100092,2010,上海易声通信技术发展有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20090148,2009,北京搜狐互联网信息服务有限公司,上海市,上海市,北京市;上海市;广州市,scope_city_or_fallback
B1.B2-20090148,2009,北京搜狐互联网信息服务有限公司,北京市,北京市,北京市;上海市;广州市,scope_city_or_fallback
B1.B2-20090148,2009,北京搜狐互联网信息服务有限公司,广州市,广东省,北京市;上海市;广州市,scope_city_or_fallback
A2.B1-20241136,2024,北京欧远致科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20224405,2022,云南智享云网络科技有限公司,昆明市,云南省,nan,scope_city_or_fallback
B1-20210962,2021,重庆千朵嘉网络科技发展有限公司,重庆市,重庆市,nan,scope_city_or_fallback
B1-20211349,2021,广东美电国创科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1.B2-20214286,2021,北京宇信安成科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20150165,2015,辽宁途隆科技有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,上海市,上海市,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,北京市,北京市,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,唐山市,河北省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,大连市,辽宁省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,广州市,广东省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,成都市,四川省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,昆明市,云南省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,沈阳市,辽宁省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,济南市,山东省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,海口市,海南省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,西安市,陕西省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
A2.B1.B2-20100001,2010,中国移动通信集团公司,青岛市,山东省,全国 语音信箱业务：全国 在线数据处理与交易处理业务 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：北京市;唐山市;沈阳市;大连市;上海市;济南市;青岛市;广州市;海口市;成都市;昆明市;西安市,scope_city_or_fallback
B1-20243566,2024,深圳市玩客宇宙科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20235041,2023,广州传易信息科技有限公司,广州市,广东省,nan,scope_city_or_fallback
浙B1-20170760,2017,浙江明快通信技术有限公司,杭州市,浙江省,nan,scope_city_or_fallback
A2.B1-20192124,2019,敏捷云（北京）数据科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20200020,2020,西安栎安科技有限公司,西安市,陕西省,nan,scope_city_or_fallback
沪B1-20080037,2008,上海城际互通通信有限公司,上海市,上海市,nan,scope_city_or_fallback
A2.B1-20242583,2024,深圳市云网智飞科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20215412,2021,北京此时彼时科技有限公司,北京市,北京市,nan,scope_city_or_fallback
川B1-20191012,2019,喜德深德云计算科技有限责任公司,凉山彝族自治州,四川省,nan,scope_city_or_fallback
B1.B2-20201810,2020,合肥音缘网络科技有限公司,合肥市,安徽省,nan,scope_city_or_fallback
冀B1-20160171,2016,河北信玉通信工程有限公司,邢台市,河北省,邢台市,scope_city_or_fallback
京B1.B2-20110007,2011,易联时空（北京）科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20193997,2019,博信通信股份有限公司,石家庄市,河北省,nan,scope_city_or_fallback
B1.B2-20203435,2020,广州千网通信息科技有限公司,广州市,广东省,nan,scope_city_or_fallback
A2.B1-20233612,2023,深圳视界云天科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
湘B1.B2-20070067,2007,湖南红网新媒体集团有限公司,长沙市,湖南省,湖南省,scope_city_or_fallback
鲁B1-20220132,2022,北方健康医疗大数据科技有限公司,济南市,山东省,nan,scope_city_or_fallback
B1-20231488,2023,内蒙古易付云网络科技有限责任公司,呼和浩特市,内蒙古自治区,nan,scope_city_or_fallback
B1-20181379,2018,北京华胜天成科技股份有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20211206,2021,北京华高科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20210092,2021,北京云尚科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20170830,2017,上海声联网络科技股份有限公司,上海市,上海市,nan,scope_city_or_fallback
京B2-20070093,2007,北京苏创通信技术有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20231561,2023,阜阳仁诺网络科技有限公司,阜阳市,安徽省,nan,scope_city_or_fallback
B1.B2-20210293,2021,河北行迹科技有限公司,石家庄市,河北省,nan,scope_city_or_fallback
B1-20181922,2018,北京聚德伟业科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20171497,2017,湖北时迅捷科技有限公司,昆明市,云南省,武汉市;昆明市,scope_city_or_fallback
B1.B2-20171497,2017,湖北时迅捷科技有限公司,武汉市,湖北省,武汉市;昆明市,scope_city_or_fallback
B1-20200666,2020,厦门极速在线科技有限公司,厦门市,福建省,nan,scope_city_or_fallback
B1-20222873,2022,涿州登云信息科技有限公司,保定市,河北省,nan,scope_city_or_fallback
B1.B2-20211858,2021,北京瑞恒四达科技有限公司,北京市,北京市,nan,scope_city_or_fallback
川B1-20130063,2013,四川连联科技有限公司,成都市,四川省,资阳市,scope_city_or_fallback
B1-20200124,2020,福建省巴比伦区块链科技有限公司,泉州市,福建省,nan,scope_city_or_fallback
B1-20225488,2022,北京耀辉云数科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20140183,2014,上海脉创网络科技有限公司,上海市,上海市,上海市;北京市,scope_city_or_fallback
B1.B2-20140183,2014,上海脉创网络科技有限公司,北京市,北京市,上海市;北京市,scope_city_or_fallback
B1-20182492,2018,合肥云云多线网络科技有限公司,合肥市,安徽省,nan,scope_city_or_fallback
B1-20225646,2022,河南文鳐信息科技有限公司,南阳市,河南省,nan,scope_city_or_fallback
B1-20230078,2023,怀来中科合盈锦云大数据运营服务有限公司,张家口市,河北省,nan,scope_city_or_fallback
A2.B1.B2-20224967,2022,北京物宇星联科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
鄂B1.B2-20130086,2013,湖北伟天通讯技术有限公司,襄阳市,湖北省,襄樊市,scope_city_or_fallback
B1-20200841,2020,北京问鼎清科技术有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20210377,2021,零知证明（深圳）科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
A2.B1.B2-20160369,2016,深圳市光网世纪科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20220948,2022,三宝供应链管理（南京）有限公司,南京市,江苏省,nan,scope_city_or_fallback
B1-20180508,2018,淄博久泰网络工程有限公司,淄博市,山东省,nan,scope_city_or_fallback
B1-20230273,2023,北京联强宏运商贸有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20192977,2019,乐山市宝腾互联科技有限公司,乐山市,四川省,nan,scope_city_or_fallback
B1-20225181,2022,深圳市中英联通讯科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
A2.B1-20161690,2016,北京皓宽网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20213034,2021,河南华象电子科技有限公司,郑州市,河南省,nan,scope_city_or_fallback
津B1-20190209,2019,天津晟信通达科技有限公司,天津市,天津市,nan,scope_city_or_fallback
B1-20195317,2019,上海魔芋网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
A2.B1-20211661,2021,广州信云技术有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20211746,2021,上海万申信息产业股份有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20201851,2020,北京硕格科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20225034,2022,永鼎行远（贵州）信息科技有限公司,贵阳市,贵州省,nan,scope_city_or_fallback
B1-20195819,2019,上海兢乾信息科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20221932,2022,重庆君协科技有限公司,重庆市,重庆市,nan,scope_city_or_fallback
闽B1-20200233,2020,福建省邮电规划设计院有限公司,福州市,福建省,nan,scope_city_or_fallback
B1.B2-20150974,2015,金华米粒网络技术服务有限公司,金华市,浙江省,nan,scope_city_or_fallback
B1-20213942,2021,北京物语云联网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20203521,2020,国采（深圳）科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
A2.B1.B2-20220252,2022,重庆力合清创科技有限公司,重庆市,重庆市,nan,scope_city_or_fallback
B1-20161379,2016,北京高升数据系统有限公司,上海市,上海市,上海市;北京市,scope_city_or_fallback
B1-20161379,2016,北京高升数据系统有限公司,北京市,北京市,上海市;北京市,scope_city_or_fallback
A2.B1.B2-20190675,2019,河南中原油田信息通信技术有限公司,濮阳市,河南省,nan,scope_city_or_fallback
B1-20184880,2018,中电长城网际系统应用有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20223440,2022,天津中移数字科技有限公司,天津市,天津市,nan,scope_city_or_fallback
B1.B2-20221874,2022,中移建设有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20200403,2020,浙江中缘云智能科技有限公司,宁波市,浙江省,nan,scope_city_or_fallback
A2.B1.B2-20060256,2006,数码通信息产业（集团）有限公司,上海市,上海市,南京市;上海市,scope_city_or_fallback
A2.B1.B2-20060256,2006,数码通信息产业（集团）有限公司,南京市,江苏省,南京市;上海市,scope_city_or_fallback
B1.B2-20150592,2015,深圳市云创得力数据有限公司,北京市,北京市,深圳市;北京市,scope_city_or_fallback
B1.B2-20150592,2015,深圳市云创得力数据有限公司,深圳市,广东省,深圳市;北京市,scope_city_or_fallback
A2.B1.B2-20151161,2015,北京青云科技股份有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20223197,2022,温州市数据集团有限公司,温州市,浙江省,nan,scope_city_or_fallback
B2-20090159,2009,北京华夏安业科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20150899,2015,广州天庭信息科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20183352,2018,上海济丰寰亚信息技术有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20201527,2020,广西喜发网络科技有限公司,南宁市,广西壮族自治区,nan,scope_city_or_fallback
B1-20240610,2024,企宽数字技术有限公司,西安市,陕西省,nan,scope_city_or_fallback
B1.B2-20222415,2022,辽宁奥皓云端网络科技有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
闽B1-20160080,2016,厦门三千尺科技有限公司,泉州市,福建省,泉州市,scope_city_or_fallback
B1-20202929,2020,深圳市逆熵科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20160018,2016,广东网诚网络技术有限公司,东莞市,广东省,nan,scope_city_or_fallback
A2.B1-20232508,2023,深圳市汇龙易科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
甘B1-20140001,2014,甘肃广电网络数据有限公司,兰州市,甘肃省,酒泉市;张掖市;平凉市;武威市;金昌市;甘南藏族自治州;嘉峪关市;陇南市;庆阳市;白银市;定西市;临夏回族自治州;天水市;兰州市,scope_city_or_fallback
甘B1-20140001,2014,甘肃广电网络数据有限公司,嘉峪关市,甘肃省,酒泉市;张掖市;平凉市;武威市;金昌市;甘南藏族自治州;嘉峪关市;陇南市;庆阳市;白银市;定西市;临夏回族自治州;天水市;兰州市,scope_city_or_fallback
甘B1-20140001,2014,甘肃广电网络数据有限公司,天水市,甘肃省,酒泉市;张掖市;平凉市;武威市;金昌市;甘南藏族自治州;嘉峪关市;陇南市;庆阳市;白银市;定西市;临夏回族自治州;天水市;兰州市,scope_city_or_fallback
甘B1-20140001,2014,甘肃广电网络数据有限公司,武威市,甘肃省,酒泉市;张掖市;平凉市;武威市;金昌市;甘南藏族自治州;嘉峪关市;陇南市;庆阳市;白银市;定西市;临夏回族自治州;天水市;兰州市,scope_city_or_fallback
甘B1-20140001,2014,甘肃广电网络数据有限公司,白银市,甘肃省,酒泉市;张掖市;平凉市;武威市;金昌市;甘南藏族自治州;嘉峪关市;陇南市;庆阳市;白银市;定西市;临夏回族自治州;天水市;兰州市,scope_city_or_fallback
甘B1-20140001,2014,甘肃广电网络数据有限公司,酒泉市,甘肃省,酒泉市;张掖市;平凉市;武威市;金昌市;甘南藏族自治州;嘉峪关市;陇南市;庆阳市;白银市;定西市;临夏回族自治州;天水市;兰州市,scope_city_or_fallback
甘B1-20140001,2014,甘肃广电网络数据有限公司,陇南市,甘肃省,酒泉市;张掖市;平凉市;武威市;金昌市;甘南藏族自治州;嘉峪关市;陇南市;庆阳市;白银市;定西市;临夏回族自治州;天水市;兰州市,scope_city_or_fallback
A2.B1-20201674,2020,川隽信息技术（上海）有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20212998,2021,广东达讯科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1.B2-20171142,2017,北京通成网联科技有限公司,北京市,北京市,北京市;承德市,scope_city_or_fallback
B1.B2-20171142,2017,北京通成网联科技有限公司,承德市,河北省,北京市;承德市,scope_city_or_fallback
A2.B1-20160478,2016,北京紫讯时代科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20220462,2022,北京博智雅图科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20192120,2019,上海怡络信息科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20222018,2022,四川集程信息技术有限公司,成都市,四川省,nan,scope_city_or_fallback
B1-20194841,2019,北京浩信迅云科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20220887,2022,西安一二三云计算有限公司,西安市,陕西省,nan,scope_city_or_fallback
桂B1-20160001,2016,广西智和网络科技有限公司,南宁市,广西壮族自治区,南宁市,scope_city_or_fallback
B1-20224464,2022,辽宁云越科技有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
B1.B2-20194738,2019,上海共链信息科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20225486,2022,上海文湖网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20242644,2024,江西省中云数讯科技有限公司,九江市,江西省,nan,scope_city_or_fallback
B1-20241868,2024,北京海锶科技有限责任公司,北京市,北京市,nan,scope_city_or_fallback
B1-20214402,2021,华信慧通（北京）通信科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20222408,2022,四川万花谷网络科技有限公司,成都市,四川省,nan,scope_city_or_fallback
A2.B1.B2-20233730,2023,河南子墨科技有限公司,郑州市,河南省,nan,scope_city_or_fallback
鲁B1-20210379,2021,手讯（山东）互联网科技有限公司,济南市,山东省,nan,scope_city_or_fallback
B1.B2-20201501,2020,从法信息科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20235548,2023,徐州博腾网络电子科技有限公司,徐州市,江苏省,nan,scope_city_or_fallback
B1.B2-20220382,2022,北京诚利讯科技有限公司,北京市,北京市,nan,scope_city_or_fallback
