city,year,scope,total_patents,active_applicants,hhi,top1_share,top5_share,top10_share,effective_applicants,new_applicants,new_patents,new_applicant_share,roll_top_patents,roll_top_share,roll_mid_inc_patents,roll_mid_inc_share,base_top_patents,base_top_share,base_mid_inc_patents,base_mid_inc_share,ln1p_total_patents,ln1p_active_applicants,ln1p_new_applicants,ln_effective_applicants,roll_top_n,base_top_n
三亚,2015,inv_app_appyear,56,23,0.15433673469387754,0.35714285714285715,0.625,0.7678571428571429,6.479338842975207,15,24,0.42857142857142855,26,0.4642857142857143,6,0.10714285714285714,1,0.017857142857142856,31,0.5535714285714286,4.04305126783455,3.1780538303479458,2.772588722239781,1.868618474753667,10,10
三亚,2016,inv_app_appyear,52,26,0.05547337278106509,0.09615384615384616,0.4230769230769231,0.6538461538461539,18.026666666666667,15,25,0.4807692307692308,9,0.17307692307692307,18,0.34615384615384615,6,0.11538461538461539,21,0.40384615384615385,3.970291913552122,3.295836866004329,2.772588722239781,2.891852143066599,10,10
三亚,2017,inv_app_appyear,101,42,0.07460052935986668,0.21782178217821782,0.45544554455445546,0.6039603960396039,13.404730617608411,26,37,0.36633663366336633,34,0.33663366336633666,30,0.297029702970297,8,0.07920792079207921,56,0.5544554455445545,4.624972813284271,3.7612001156935624,3.295836866004329,2.5956076758208333,10,10
三亚,2018,inv_app_appyear,156,54,0.07412886259040105,0.17307692307692307,0.5,0.6217948717948718,13.490022172949002,39,66,0.4230769230769231,69,0.4423076923076923,21,0.1346153846153846,3,0.019230769230769232,87,0.5576923076923077,5.056245805348308,4.007333185232471,3.6888794541139363,2.601950313876505,10,10
三亚,2019,inv_app_appyear,198,63,0.06728905213753698,0.16666666666666666,0.4797979797979798,0.5858585858585859,14.86125852918878,44,77,0.3888888888888889,59,0.29797979797979796,62,0.31313131313131315,2,0.010101010101010102,119,0.601010101010101,5.293304824724492,4.1588830833596715,3.8066624897703196,2.6987577281118105,10,10
三亚,2020,inv_app_appyear,359,97,0.04186032076101209,0.11142061281337047,0.3983286908077994,0.5236768802228412,23.888971269694164,69,153,0.42618384401114207,106,0.29526462395543174,100,0.2785515320334262,6,0.016713091922005572,200,0.5571030640668524,5.886104031450156,4.584967478670572,4.248495242049359,3.173416899284323,10,10
三亚,2021,inv_app_appyear,446,134,0.026191960425506245,0.07847533632286996,0.28699551569506726,0.4192825112107623,38.17965451055662,105,236,0.5291479820627802,132,0.29596412556053814,78,0.17488789237668162,1,0.002242152466367713,209,0.46860986547085204,6.102558594613569,4.90527477843843,4.663439094112067,3.6423027692927152,10,10
三亚,2022,inv_app_appyear,715,195,0.017974473079368183,0.07552447552447553,0.2125874125874126,0.3300699300699301,55.634454238763745,147,331,0.46293706293706294,174,0.24335664335664337,210,0.2937062937062937,2,0.002797202797202797,382,0.5342657342657343,6.573680166960646,5.278114659230517,4.997212273764115,4.0188026898871305,10,10
三亚,2023,inv_app_appyear,1478,243,0.026669913810309438,0.07577807848443843,0.29161028416779433,0.43437077131258456,37.49543426021284,162,379,0.2564276048714479,293,0.19824086603518268,806,0.5453315290933695,0,0.0,1099,0.7435723951285521,7.2991214627108,5.497168225293202,5.093750200806762,3.6242191725028685,10,10
三明,2008,inv_app_appyear,31,23,0.055150884495317375,0.0967741935483871,0.41935483870967744,0.5806451612903226,18.132075471698116,15,18,0.5806451612903226,6,0.1935483870967742,7,0.22580645161290322,4,0.12903225806451613,12,0.3870967741935484,3.4657359027997265,3.1780538303479458,2.772588722239781,2.8976824954181706,10,10
三明,2009,inv_app_appyear,63,45,0.030990173847316706,0.09523809523809523,0.25396825396825395,0.4126984126984127,32.26829268292683,34,48,0.7619047619047619,4,0.06349206349206349,11,0.1746031746031746,12,0.19047619047619047,10,0.15873015873015872,4.1588830833596715,3.828641396489095,3.5553480614894135,3.4740850974106476,10,10
三明,2010,inv_app_appyear,89,51,0.02992046458780457,0.07865168539325842,0.2696629213483146,0.43820224719101125,33.42194092827004,40,69,0.7752808988764045,12,0.1348314606741573,8,0.0898876404494382,37,0.4157303370786517,7,0.07865168539325842,4.499809670330265,3.9512437185814275,3.713572066704308,3.5092125983291482,10,10
三明,2011,inv_app_appyear,138,78,0.03329132535181684,0.13768115942028986,0.2971014492753623,0.38405797101449274,30.03785488958991,45,55,0.39855072463768115,36,0.2608695652173913,47,0.34057971014492755,36,0.2608695652173913,47,0.34057971014492755,4.9344739331306915,4.3694478524670215,3.828641396489095,3.4024584158771836,10,10
三明,2012,inv_app_appyear,145,83,0.021355529131985733,0.06896551724137931,0.2413793103448276,0.35172413793103446,46.826280623608014,48,65,0.4482758620689655,21,0.14482758620689656,59,0.4068965517241379,18,0.12413793103448276,62,0.42758620689655175,4.983606621708336,4.430816798843313,3.8918202981106265,3.8464445970988943,10,10
三明,2013,inv_app_appyear,144,85,0.01832561728395062,0.06944444444444445,0.18055555555555555,0.2847222222222222,54.56842105263157,58,77,0.5347222222222222,21,0.14583333333333334,46,0.3194444444444444,18,0.125,49,0.3402777777777778,4.976733742420574,4.454347296253507,4.07753744390572,3.99945534643157,10,10
三明,2014,inv_app_appyear,224,122,0.01650191326530612,0.07142857142857142,0.19196428571428573,0.2767857142857143,60.59903381642513,81,135,0.6026785714285714,27,0.12053571428571429,62,0.2767857142857143,11,0.049107142857142856,78,0.3482142857142857,5.41610040220442,4.812184355372417,4.406719247264253,4.10427894932482,10,10
三明,2015,inv_app_appyear,253,123,0.03073005358621444,0.13438735177865613,0.2885375494071146,0.38735177865612647,32.54143365531266,79,124,0.4901185770750988,44,0.17391304347826086,85,0.3359683794466403,9,0.03557312252964427,120,0.4743083003952569,5.537334267018537,4.820281565605037,4.382026634673881,3.4825141590659814,10,10
三明,2016,inv_app_appyear,514,200,0.02124180532634862,0.07976653696498054,0.26653696498054474,0.3463035019455253,47.07697790449038,139,267,0.519455252918288,96,0.1867704280155642,151,0.29377431906614787,14,0.027237354085603113,233,0.45330739299610895,6.244166900663736,5.303304908059076,4.941642422609304,3.8517840896879787,10,10
三明,2017,inv_app_appyear,531,195,0.02024748103461117,0.07721280602636535,0.2542372881355932,0.327683615819209,49.38885969521808,122,291,0.5480225988700564,64,0.12052730696798493,176,0.3314500941619586,6,0.011299435028248588,234,0.4406779661016949,6.2766434893416445,5.278114659230517,4.812184355372417,3.8997248865196186,10,10
三明,2018,inv_app_appyear,690,209,0.020823356437723168,0.1,0.2289855072463768,0.3159420289855073,48.02299778091587,125,275,0.39855072463768115,117,0.16956521739130434,298,0.4318840579710145,14,0.020289855072463767,401,0.5811594202898551,6.53813982376767,5.3471075307174685,4.836281906951478,3.871680016602091,10,10
三明,2019,inv_app_appyear,625,198,0.03222784,0.1536,0.2768,0.3632,31.029073000238302,111,219,0.3504,128,0.2048,278,0.4448,30,0.048,376,0.6016,6.439350371100098,5.293304824724492,4.718498871295094,3.4349246037065435,10,10
三明,2020,inv_app_appyear,852,288,0.023744186559104236,0.13615023474178403,0.2136150234741784,0.2746478873239437,42.11557205848224,190,417,0.4894366197183099,190,0.22300469483568075,245,0.2875586854460094,16,0.018779342723004695,419,0.49178403755868544,6.748759547491679,5.666426688112432,5.25227342804663,3.7404175549229026,10,10
三明,2021,inv_app_appyear,682,262,0.044865455233443124,0.19941348973607037,0.28885630498533726,0.3387096774193548,22.288863331416522,152,249,0.3651026392961877,202,0.2961876832844575,231,0.3387096774193548,15,0.021994134897360705,418,0.6129032258064516,6.52649485957079,5.572154032177765,5.030437921392435,3.1040871515446407,10,10
三明,2022,inv_app_appyear,822,279,0.025532645437808206,0.1362530413625304,0.24695863746958638,0.30656934306569344,39.16554602364943,140,264,0.32116788321167883,198,0.24087591240875914,360,0.43795620437956206,40,0.04866180048661801,518,0.6301703163017032,6.71295620067707,5.634789603169249,4.948759890378168,3.667797432344626,10,10
三明,2023,inv_app_appyear,815,263,0.017941209680454664,0.09079754601226994,0.23680981595092024,0.2969325153374233,55.737601745405726,107,206,0.252760736196319,199,0.2441717791411043,410,0.5030674846625767,50,0.06134969325153374,559,0.6858895705521473,6.704414354964107,5.575949103146316,4.68213122712422,4.020654995390919,10,10
三沙,2017,inv_app_appyear,8,2,0.625,0.75,1.0,1.0,1.6,2,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.47000362924573563,10,10
三沙,2020,inv_app_appyear,7,4,0.2653061224489796,0.2857142857142857,1.0,1.0,3.769230769230769,3,5,0.7142857142857143,2,0.2857142857142857,0,0.0,0,0.0,2,0.2857142857142857,2.0794415416798357,1.6094379124341003,1.3862943611198906,1.32687094064909,10,10
三沙,2021,inv_app_appyear,12,4,0.3055555555555556,0.4166666666666667,1.0,1.0,3.2727272727272725,4,12,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2.5649493574615367,1.6094379124341003,1.6094379124341003,1.1856236656577395,10,10
三沙,2022,inv_app_appyear,24,8,0.2152777777777778,0.375,0.875,1.0,4.64516129032258,7,20,0.8333333333333334,4,0.16666666666666666,0,0.0,0,0.0,4,0.16666666666666666,3.2188758248682006,2.1972245773362196,2.0794415416798357,1.5358260950908542,10,10
三沙,2023,inv_app_appyear,22,3,0.6239669421487604,0.7727272727272727,1.0,1.0,1.6026490066225165,1,2,0.09090909090909091,20,0.9090909090909091,0,0.0,0,0.0,20,0.9090909090909091,3.1354942159291497,1.3862943611198906,0.6931471805599453,0.47165788934176206,10,10
三门峡,2008,inv_app_appyear,40,27,0.055,0.15,0.375,0.575,18.181818181818183,21,29,0.725,7,0.175,4,0.1,14,0.35,4,0.1,3.713572066704308,3.332204510175204,3.091042453358316,2.900422093749666,10,10
三门峡,2009,inv_app_appyear,55,32,0.10347107438016528,0.2909090909090909,0.45454545454545453,0.6,9.664536741214057,22,27,0.4909090909090909,19,0.34545454545454546,9,0.16363636363636364,23,0.41818181818181815,9,0.16363636363636364,4.02535169073515,3.4965075614664802,3.1354942159291497,2.2684631799247885,10,10
三门峡,2010,inv_app_appyear,71,40,0.05455266812140448,0.14084507042253522,0.4225352112676056,0.5633802816901409,18.330909090909092,30,54,0.7605633802816901,3,0.04225352112676056,14,0.19718309859154928,32,0.4507042253521127,8,0.11267605633802817,4.276666119016055,3.713572066704308,3.4339872044851463,2.9085886564160597,10,10
三门峡,2011,inv_app_appyear,85,52,0.03529411764705882,0.12941176470588237,0.2823529411764706,0.4117647058823529,28.333333333333332,30,40,0.47058823529411764,14,0.16470588235294117,31,0.36470588235294116,14,0.16470588235294117,31,0.36470588235294116,4.454347296253507,3.970291913552122,3.4339872044851463,3.3440389678222067,10,10
三门峡,2012,inv_app_appyear,85,55,0.02477508650519031,0.058823529411764705,0.2235294117647059,0.36470588235294116,40.36312849162011,39,58,0.6823529411764706,1,0.011764705882352941,26,0.3058823529411765,1,0.011764705882352941,26,0.3058823529411765,4.454347296253507,4.02535169073515,3.6888794541139363,3.697916707139878,10,10
三门峡,2013,inv_app_appyear,144,60,0.033950617283950615,0.09722222222222222,0.3125,0.4791666666666667,29.454545454545457,35,79,0.5486111111111112,8,0.05555555555555555,57,0.3958333333333333,6,0.041666666666666664,59,0.4097222222222222,4.976733742420574,4.110873864173311,3.58351893845611,3.382848242993959,10,10
三门峡,2014,inv_app_appyear,145,67,0.04941736028537455,0.15862068965517243,0.3724137931034483,0.496551724137931,20.23580365736285,43,71,0.4896551724137931,29,0.2,45,0.3103448275862069,7,0.04827586206896552,67,0.46206896551724136,4.983606621708336,4.219507705176107,3.784189633918261,3.0074534937419215,10,10
三门峡,2015,inv_app_appyear,135,65,0.03187928669410151,0.0962962962962963,0.2962962962962963,0.4148148148148148,31.368330464716003,31,47,0.34814814814814815,20,0.14814814814814814,68,0.5037037037037037,4,0.02962962962962963,84,0.6222222222222222,4.912654885736052,4.189654742026425,3.4657359027997265,3.4457988000249475,10,10
三门峡,2016,inv_app_appyear,196,72,0.04872969596001666,0.17857142857142858,0.3469387755102041,0.46938775510204084,20.521367521367523,34,60,0.30612244897959184,25,0.12755102040816327,111,0.5663265306122449,11,0.05612244897959184,125,0.6377551020408163,5.2832037287379885,4.290459441148391,3.5553480614894135,3.021466661423497,10,10
三门峡,2017,inv_app_appyear,186,74,0.043010752688172046,0.15591397849462366,0.34408602150537637,0.489247311827957,23.249999999999996,41,78,0.41935483870967744,57,0.3064516129032258,51,0.27419354838709675,6,0.03225806451612903,102,0.5483870967741935,5.231108616854587,4.31748811353631,3.7376696182833684,3.146305132033365,10,10
三门峡,2018,inv_app_appyear,211,102,0.01722782507131466,0.04739336492890995,0.1895734597156398,0.3127962085308057,58.04563233376793,62,106,0.5023696682464455,21,0.0995260663507109,84,0.3981042654028436,5,0.023696682464454975,100,0.47393364928909953,5.356586274672012,4.634728988229636,4.143134726391533,4.061229465584876,10,10
三门峡,2019,inv_app_appyear,242,93,0.018509664640393417,0.045454545454545456,0.19008264462809918,0.3140495867768595,54.02583025830258,47,107,0.44214876033057854,26,0.10743801652892562,109,0.45041322314049587,3,0.012396694214876033,132,0.5454545454545454,5.493061443340548,4.543294782270004,3.871201010907891,3.989462270313781,10,10
三门峡,2020,inv_app_appyear,254,118,0.016089032178064355,0.05511811023622047,0.18503937007874016,0.2992125984251969,62.15414258188825,72,114,0.44881889763779526,36,0.14173228346456693,104,0.4094488188976378,6,0.023622047244094488,134,0.5275590551181102,5.541263545158426,4.77912349311153,4.290459441148391,4.129617470311239,10,10
三门峡,2021,inv_app_appyear,372,165,0.01566655104636374,0.06989247311827956,0.19623655913978494,0.2956989247311828,63.83025830258303,110,185,0.49731182795698925,35,0.09408602150537634,152,0.40860215053763443,0,0.0,187,0.5026881720430108,5.921578419643816,5.111987788356544,4.709530201312334,4.156227345986756,10,10
三门峡,2022,inv_app_appyear,443,174,0.033982338763509624,0.14672686230248308,0.31376975169300225,0.4040632054176072,29.42705053231369,114,219,0.49435665914221216,78,0.17607223476297967,146,0.3295711060948081,0,0.0,224,0.5056433408577878,6.095824562432225,5.1647859739235145,4.74493212836325,3.3819143374579648,10,10
三门峡,2023,inv_app_appyear,356,137,0.020373058957202372,0.07865168539325842,0.2303370786516854,0.3342696629213483,49.08443067389621,70,111,0.31179775280898875,95,0.26685393258426965,150,0.42134831460674155,4,0.011235955056179775,241,0.6769662921348315,5.877735781779639,4.927253685157205,4.2626798770413155,3.893541890297473,10,10
上海,2008,inv_app_appyear,16701,3408,0.009586033263662952,0.06340937668403089,0.17466019998802468,0.24920663433327345,104.31843625982648,1826,3472,0.20789174300940064,3997,0.23932698640799951,9232,0.5527812705825998,4162,0.24920663433327345,9067,0.5429016226573259,9.723283751713176,8.134174272137903,7.510430556378006,4.647448108225373,10,10
上海,2009,inv_app_appyear,20792,4177,0.008093669228745598,0.046748749519045785,0.16212966525586764,0.23537899191996922,123.55335654790349,2293,4660,0.22412466333205078,4810,0.2313389765294344,11322,0.5445363601385148,4872,0.23432089265101963,11260,0.5415544440169295,9.942371670586095,8.33758794211651,7.738052297689316,4.8166730995921245,10,10
上海,2010,inv_app_appyear,23722,4603,0.007136251069876294,0.04594890818649355,0.14644633673383356,0.22198802799089454,140.1295988899862,2435,5182,0.2184470112132198,5207,0.21950088525419442,13333,0.5620521035325858,5207,0.21950088525419442,13333,0.5620521035325858,10.074200320662365,8.434680769841773,7.798112628829788,4.9425677007644575,10,10
上海,2011,inv_app_appyear,28269,5195,0.006865998430022633,0.045703774452580566,0.13626233683540273,0.2209487424387138,145.64524157584225,2584,5733,0.20280165552371857,5901,0.20874456118009127,16635,0.5884537832961901,5901,0.20874456118009127,16635,0.5884537832961901,10.249556450687637,8.55564437779049,7.85748078694253,4.981173812606343,10,10
上海,2012,inv_app_appyear,30906,5431,0.00671185995193061,0.047369442826635605,0.13709312107681357,0.21047693004594578,148.9899978786593,2552,5594,0.18100045298647513,6206,0.20080243318449492,19106,0.61819711382903,6040,0.195431307836666,19272,0.6235682391768589,10.338737974446985,8.600062669238532,7.845024417241484,5.0038791753611065,10,10
上海,2013,inv_app_appyear,38207,6196,0.007132704750415932,0.046509801868767506,0.14505195383044991,0.2171329861020232,140.19927012143418,3047,7848,0.2054073860810846,7781,0.20365378072081033,22578,0.590938833198105,7265,0.19014840212526501,23094,0.6044442117936504,10.550800196752274,8.731820582962108,8.022240916806537,4.943064768605727,10,10
