city,year,scope,total_patents,active_applicants,hhi,top1_share,top5_share,top10_share,effective_applicants,new_applicants,new_patents,new_applicant_share,idc_new,idc_stock,ln1p_idc_new,ln1p_idc_stock,ln1p_idc_stock_l1,ln1p_idc_new_l1,merge_idc,ln1p_total_patents,ln1p_active_applicants,ln1p_new_applicants,ln_effective_applicants,city_id,scope_id
七台河,2022,all_pub,369,177,0.0189848781956654,0.089430894308943,0.2276422764227642,0.3170731707317072,52.673500967117974,124,183,0.4959349593495935,0.0,0.0,0.0,0.0,0.0,0.0,both,5.91350300563827,5.181783550292085,4.8283137373023015,3.9641125011385245,1,1
七台河,2023,all_pub,543,157,0.2228700114295793,0.4677716390423573,0.5543278084714548,0.6132596685082872,4.486920396268621,109,153,0.281767955801105,0.0,0.0,0.0,0.0,0.0,0.0,both,6.298949246855942,5.062595033026967,4.700480365792417,1.5011665858666987,1,1
七台河,2024,all_pub,246,120,0.0167889483772886,0.048780487804878,0.1991869918699187,0.3252032520325204,59.56299212598423,71,118,0.4796747967479675,0.0,0.0,0.0,0.0,0.0,0.0,both,5.5093883366279774,4.795790545596741,4.276666119016055,4.087034443726298,1,1
万宁,2008,all_pub,19,5,0.4127423822714681,0.5789473684210527,0.9999999999999998,0.9999999999999998,2.422818791946309,1,1,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.995732273553991,1.791759469228055,0.6931471805599453,0.8849316523874219,2,1
万宁,2009,all_pub,28,9,0.2525510204081632,0.3928571428571428,0.8571428571428571,1.0,3.95959595959596,4,16,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.367295829986474,2.302585092994046,1.6094379124341003,1.3761419896558726,2,1
万宁,2010,all_pub,34,7,0.273356401384083,0.4117647058823529,0.9411764705882352,1.0,3.6582278481012658,5,18,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.5553480614894135,2.0794415416798357,1.791759469228055,1.2969788356454106,2,1
万宁,2011,all_pub,19,6,0.2576177285318559,0.4210526315789473,0.9473684210526316,1.0,3.881720430107528,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.995732273553991,1.9459101490553132,0.0,1.3562784651796251,2,1
万宁,2012,all_pub,33,8,0.3516988062442608,0.4848484848484848,0.909090909090909,1.0,2.8433420365535245,3,3,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.5263605246161616,2.1972245773362196,1.3862943611198906,1.0449801337523144,2,1
万宁,2013,all_pub,42,13,0.2823129251700679,0.5,0.8095238095238095,0.9285714285714286,3.542168674698797,8,12,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.7612001156935624,2.6390573296152584,2.1972245773362196,1.2647391595420843,2,1
万宁,2014,all_pub,61,10,0.2287019618382156,0.360655737704918,0.901639344262295,1.0,4.372502937720328,4,9,0.1475409836065573,0.0,0.0,0.0,0.0,0.0,0.0,left_only,4.127134385045092,2.3978952727983707,1.6094379124341003,1.475335599773248,2,1
万宁,2015,all_pub,62,12,0.2336108220603538,0.3548387096774194,0.8870967741935484,0.967741935483871,4.280623608017816,3,3,0.0483870967741935,0.0,0.0,0.0,0.0,0.0,0.0,left_only,4.143134726391533,2.5649493574615367,1.3862943611198906,1.4540987017879832,2,1
万宁,2016,all_pub,61,14,0.1851652781510347,0.3442622950819672,0.7868852459016393,0.9344262295081966,5.400580551523946,5,6,0.0983606557377049,0.0,0.0,0.0,0.0,0.0,0.0,left_only,4.127134385045092,2.70805020110221,1.791759469228055,1.6865064573329636,2,1
万宁,2017,all_pub,55,22,0.1034710743801652,0.2363636363636363,0.6,0.7818181818181819,9.664536741214055,14,23,0.4181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,left_only,4.02535169073515,3.1354942159291497,2.70805020110221,2.2684631799247885,2,1
万宁,2018,all_pub,60,23,0.1205555555555555,0.2666666666666666,0.65,0.7833333333333334,8.294930875576036,14,24,0.4,0.0,0.0,0.0,0.0,0.0,0.0,left_only,4.110873864173311,3.1780538303479458,2.70805020110221,2.115644590343796,2,1
万宁,2019,all_pub,103,26,0.1147139221415778,0.2135922330097087,0.6407766990291262,0.8058252427184465,8.717337715694333,14,42,0.4077669902912621,0.0,0.0,0.0,0.0,0.0,0.0,left_only,4.6443908991413725,3.295836866004329,2.70805020110221,2.1653138834717445,2,1
万宁,2020,all_pub,96,32,0.0876736111111111,0.21875,0.5416666666666666,0.71875,11.405940594059407,17,37,0.3854166666666667,0.0,0.0,0.0,0.0,0.0,0.0,left_only,4.574710978503383,3.4965075614664802,2.8903717578961645,2.434134324414577,2,1
万宁,2021,all_pub,165,43,0.0743067033976124,0.1636363636363636,0.5151515151515152,0.7030303030303031,13.45773603559071,28,59,0.3575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,left_only,5.111987788356544,3.784189633918261,3.367295829986474,2.599554110633416,2,1
万宁,2022,all_pub,193,41,0.077398050954388,0.2124352331606217,0.4818652849740933,0.6839378238341969,12.920221990981616,24,88,0.4559585492227979,0.0,0.0,0.0,0.0,0.0,0.0,left_only,5.267858159063328,3.7376696182833684,3.2188758248682006,2.558793680171369,2,1
万宁,2023,all_pub,188,52,0.0598121321865097,0.1542553191489361,0.4574468085106383,0.6329787234042553,16.71901608325449,38,98,0.5212765957446809,0.0,0.0,0.0,0.0,0.0,0.0,left_only,5.241747015059643,3.970291913552122,3.6635616461296463,2.8165467592297153,2,1
万宁,2024,all_pub,246,54,0.0810694692312777,0.2317073170731707,0.4796747967479675,0.6544715447154471,12.335099877700769,32,75,0.3048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,left_only,5.5093883366279774,4.007333185232471,3.4965075614664802,2.5124488470462905,2,1
三亚,2008,all_pub,34,16,0.1505190311418685,0.3235294117647059,0.6764705882352942,0.8235294117647058,6.6436781609195386,11,21,0.6176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,both,3.5553480614894135,2.833213344056216,2.4849066497880004,1.8936657500177936,3,1
三亚,2009,all_pub,36,22,0.066358024691358,0.1388888888888889,0.4722222222222222,0.6666666666666666,15.069767441860462,14,17,0.4722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,both,3.6109179126442243,3.1354942159291497,2.70805020110221,2.712690580658712,3,1
三亚,2010,all_pub,41,24,0.057703747769185,0.1219512195121951,0.4146341463414634,0.6585365853658538,17.329896907216497,14,22,0.5365853658536586,0.0,0.0,0.0,0.0,0.0,0.0,both,3.7376696182833684,3.2188758248682006,2.70805020110221,2.852433154905233,3,1
三亚,2011,all_pub,27,19,0.0727023319615912,0.1481481481481481,0.4814814814814814,0.6666666666666665,13.754716981132075,9,9,0.3333333333333333,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,both,3.332204510175204,2.995732273553991,2.302585092994046,2.6213818184565363,3,1
三亚,2012,all_pub,35,24,0.0497959183673469,0.0857142857142857,0.3428571428571428,0.6,20.081967213114755,13,20,0.5714285714285714,0.0,1.0,0.0,0.6931471805599453,0.6931471805599453,0.0,both,3.58351893845611,3.2188758248682006,2.6390573296152584,2.999822258805516,3,1
三亚,2013,all_pub,72,38,0.0690586419753086,0.1944444444444444,0.4722222222222222,0.6111111111111112,14.4804469273743,24,46,0.6388888888888888,0.0,1.0,0.0,0.6931471805599453,0.6931471805599453,0.0,both,4.290459441148391,3.6635616461296463,3.2188758248682006,2.6727992516314103,3,1
三亚,2014,all_pub,285,52,0.1176608187134502,0.2736842105263158,0.6350877192982456,0.7929824561403509,8.499005964214714,37,163,0.5719298245614035,0.0,1.0,0.0,0.6931471805599453,0.6931471805599453,0.0,both,5.655991810819852,3.970291913552122,3.6375861597263857,2.1399492112711216,3,1
三亚,2015,all_pub,257,65,0.0790170933700737,0.1750972762645914,0.5214007782101168,0.6381322957198444,12.655489557386478,41,79,0.3073929961089494,0.0,1.0,0.0,0.6931471805599453,0.6931471805599453,0.0,both,5.552959584921617,4.189654742026425,3.7376696182833684,2.5380910781470267,3,1
三亚,2016,all_pub,163,63,0.0382024163498814,0.1104294478527607,0.3496932515337423,0.5153374233128835,26.17635467980297,33,79,0.4846625766871165,0.0,2.0,0.0,1.0986122886681098,0.6931471805599453,0.0,both,5.099866427824199,4.1588830833596715,3.5263605246161616,3.2648565101376374,3,1
三亚,2017,all_pub,234,68,0.0519029878004236,0.141025641025641,0.4273504273504273,0.6068376068376069,19.26671358198452,40,83,0.3547008547008547,0.0,4.0,0.0,1.6094379124341003,1.0986122886681098,0.0,both,5.459585514144159,4.23410650459726,3.713572066704308,2.958378922058357,3,1
三亚,2018,all_pub,303,106,0.04769684889281,0.132013201320132,0.3993399339933993,0.5115511551155115,20.965745604019183,66,113,0.3729372937293729,0.0,4.0,0.0,1.6094379124341003,1.6094379124341003,0.0,both,5.717027701406222,4.672828834461906,4.204692619390966,3.04288994421734,3,1
三亚,2019,all_pub,503,140,0.0428008489816567,0.1212723658051689,0.4075546719681908,0.5228628230616302,23.36402253208976,94,169,0.3359840954274354,0.0,4.0,0.0,1.6094379124341003,1.6094379124341003,0.0,both,6.222576268071369,4.948759890378168,4.553876891600541,3.151197340571099,3,1
三亚,2020,all_pub,1176,270,0.0143892591050025,0.0612244897959183,0.2023809523809523,0.2789115646258503,69.49628140703517,197,728,0.6190476190476191,0.0,4.0,0.0,1.6094379124341003,1.6094379124341003,0.0,both,7.0707241072602764,5.602118820879701,5.288267030694535,4.24127324620456,3,1
三亚,2021,all_pub,2023,432,0.0136133427521222,0.0662382600098863,0.199209095402867,0.2600098863074641,73.45734388742304,318,1165,0.5758774097874444,0.0,4.0,0.0,1.6094379124341003,1.6094379124341003,0.0,both,7.6128310304073565,6.07073772800249,5.765191102784844,4.296704882474328,3,1
三亚,2022,all_pub,2165,477,0.0145909360015787,0.0748267898383371,0.2064665127020785,0.269284064665127,68.53569914169992,306,999,0.4614318706697459,0.0,8.0,0.0,2.1972245773362196,1.6094379124341003,0.0,both,7.680637427560936,6.169610732491456,5.726847747587197,4.227354764867176,3,1
三亚,2023,all_pub,2713,507,0.0153281717261729,0.0692959823074087,0.2148912642830814,0.3236269812016218,65.23935260279558,299,1013,0.3733873940287505,0.0,11.0,0.0,2.4849066497880004,2.1972245773362196,0.0,both,7.906178840394815,6.230481447578482,5.703782474656201,4.178062854386526,3,1
三亚,2024,all_pub,5300,638,0.0177362050551797,0.0477358490566037,0.2286792452830188,0.3667924528301887,56.38184701230405,390,1117,0.210754716981132,0.0,13.0,0.0,2.6390573296152584,2.4849066497880004,0.0,both,8.575650760987806,6.459904454377535,5.968707559985366,4.032147245211518,3,1
三明,2008,all_pub,217,119,0.0188791437490709,0.0552995391705069,0.2304147465437788,0.359447004608295,52.968503937007895,69,114,0.5253456221198156,0.0,0.0,0.0,0.0,0.0,0.0,both,5.384495062789089,4.787491742782046,4.248495242049359,3.969697471567015,4,1
三明,2009,all_pub,224,124,0.0197305484693877,0.0848214285714285,0.2276785714285714,0.3169642857142857,50.68282828282828,74,121,0.5401785714285714,0.0,0.0,0.0,0.0,0.0,0.0,both,5.41610040220442,4.8283137373023015,4.31748811353631,3.9255871605814443,4,1
三明,2010,all_pub,387,175,0.012439156300703,0.0516795865633074,0.1602067183462532,0.2506459948320413,80.3913043478261,109,216,0.5581395348837209,0.0,0.0,0.0,0.0,0.0,0.0,both,5.961005339623274,5.170483995038151,4.700480365792417,4.386906015457975,4,1
三明,2011,all_pub,558,192,0.0153775002890507,0.053763440860215,0.1971326164874551,0.2992831541218638,65.03007518796993,103,287,0.514336917562724,0.0,0.0,0.0,0.0,0.0,0.0,both,6.326149473155099,5.262690188904886,4.6443908991413725,4.174849858084758,4,1
三明,2012,all_pub,772,262,0.0115003087331203,0.0531088082901554,0.1567357512953368,0.2383419689119171,86.95418733586229,149,338,0.4378238341968912,0.0,0.0,0.0,0.0,0.0,0.0,both,6.650279048587422,5.572154032177765,5.0106352940962555,4.4653813976149985,4,1
三明,2013,all_pub,1029,330,0.0078925919944543,0.032069970845481,0.1224489795918367,0.1963070942662779,126.70108890750268,180,487,0.4732750242954324,0.0,0.0,0.0,0.0,0.0,0.0,both,6.937314081223682,5.802118375377063,5.198497031265826,4.8418306816666625,4,1
三明,2014,all_pub,1648,332,0.0160616870110283,0.0794902912621359,0.2129854368932038,0.2942961165048544,62.259960570354416,190,848,0.5145631067961165,0.0,0.0,0.0,0.0,0.0,0.0,both,7.407924322559599,5.808142489980444,5.25227342804663,4.131318531707036,4,1
三明,2015,all_pub,2900,479,0.0163086801426872,0.1024137931034482,0.1844827586206896,0.2627586206896551,61.31704045029018,264,1401,0.483103448275862,0.0,0.0,0.0,0.0,0.0,0.0,both,7.972810784121404,6.173786103901937,5.579729825986222,4.116057788818813,4,1
三明,2016,all_pub,3309,520,0.0100177350871698,0.0528860682985796,0.1523118766999093,0.2263523723179208,99.82296310477808,275,1668,0.5040797824116047,0.0,0.0,0.0,0.0,0.0,0.0,both,8.104703468371108,6.255750041753367,5.62040086571715,4.603398248080732,4,1
三明,2017,all_pub,3231,587,0.0071827193254453,0.0340451872485298,0.1253481894150417,0.1943670690188796,139.22303722177028,306,1461,0.4521819870009285,0.0,0.0,0.0,0.0,0.0,0.0,both,8.080856419640986,6.376726947898627,5.726847747587197,4.936077231489987,4,1
三明,2018,all_pub,3561,643,0.007333258101018,0.0376298792474024,0.1336703173265936,0.1962931760741364,136.3650353259993,313,1367,0.3838809323223813,0.0,0.0,0.0,0.0,0.0,0.0,both,8.178077463849608,6.467698726104354,5.749392985908253,4.915335373296635,4,1
三明,2019,all_pub,2810,592,0.0071458061574701,0.0526690391459074,0.1131672597864768,0.1722419928825622,139.94222316744649,258,720,0.2562277580071174,0.0,0.0,0.0,0.0,0.0,0.0,both,7.941295570906532,6.385194398997726,5.556828061699537,4.941229645767568,4,1
三明,2020,all_pub,4200,852,0.0067325396825396,0.0604761904761904,0.1102380952380952,0.1511904761904761,148.5323588353177,470,1718,0.409047619047619,0.0,0.0,0.0,0.0,0.0,0.0,both,8.343077871169383,6.748759547491679,6.154858094016418,5.000802839119926,4,1
三明,2021,all_pub,5405,957,0.006449196918261,0.0612395929694727,0.1093432007400555,0.1406105457909343,155.0580657831184,490,1780,0.3293246993524514,0.0,0.0,0.0,0.0,0.0,0.0,both,8.595264726836392,6.86484777797086,6.19644412779452,5.043799664723062,4,1
三明,2022,all_pub,4432,881,0.0058529858332573,0.0573104693140794,0.1028880866425992,0.1328971119133574,170.85296778233942,421,1477,0.3332581227436823,0.0,0.0,0.0,0.0,0.0,0.0,both,8.396831834745054,6.782192056006791,6.045005314036012,5.140803349100157,4,1
三明,2023,all_pub,3712,817,0.0049864488889714,0.0439116379310344,0.1029094827586206,0.1352370689655172,200.54351749432377,272,770,0.2074353448275862,0.0,0.0,0.0,0.0,0.0,0.0,both,8.21959545417708,6.706862336602747,5.60947179518496,5.301031268055266,4,1
三明,2024,all_pub,3926,773,0.0059204036779244,0.0550178298522669,0.1100356597045338,0.1439123790117167,168.9074013193942,249,822,0.2093734080489047,0.0,0.0,0.0,0.0,0.0,0.0,both,8.27563105457801,6.651571873589727,5.521460917862246,5.129350643572389,4,1
三沙,2017,all_pub,5,2,0.6800000000000002,0.8,1.0,1.0,1.4705882352941173,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,1.791759469228055,1.0986122886681098,1.0986122886681098,0.38566248081198445,364,1
三沙,2018,all_pub,5,3,0.3600000000000001,0.4,1.0,1.0,2.7777777777777772,1,2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,left_only,1.791759469228055,1.3862943611198906,0.6931471805599453,1.0216512475319812,364,1
三沙,2019,all_pub,3,3,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0,2,2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,left_only,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.0986122886681098,364,1
三沙,2020,all_pub,20,4,0.435,0.6,1.0,1.0,2.2988505747126435,2,13,0.65,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.044522437723423,1.6094379124341003,1.0986122886681098,0.8324092478934529,364,1
三沙,2021,all_pub,34,11,0.2318339100346021,0.4411764705882353,0.7647058823529412,0.9705882352941178,4.313432835820895,10,33,0.9705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.5553480614894135,2.4849066497880004,2.3978952727983707,1.461734068721466,364,1
三沙,2022,all_pub,53,13,0.182627269490922,0.3018867924528302,0.8301886792452831,0.9433962264150944,5.475633528265108,11,41,0.7735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.9889840465642745,2.6390573296152584,2.4849066497880004,1.7003079819334743,364,1
三沙,2023,all_pub,37,9,0.3323593864134405,0.4864864864864865,0.8918918918918919,1.0,3.0087912087912088,7,24,0.6486486486486487,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.6375861597263857,2.302585092994046,2.0794415416798357,1.1015384063374984,364,1
三沙,2024,all_pub,35,10,0.2979591836734693,0.5142857142857142,0.8285714285714286,1.0,3.3561643835616444,6,11,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.58351893845611,2.3978952727983707,1.9459101490553132,1.210798769396336,364,1
三门峡,2008,all_pub,206,101,0.0389763408426807,0.1650485436893204,0.3106796116504854,0.3980582524271844,25.656590084643277,69,149,0.7233009708737864,0.0,0.0,0.0,0.0,0.0,0.0,both,5.332718793265369,4.624972813284271,4.248495242049359,3.244800461995525,5,1
三门峡,2009,all_pub,402,115,0.1107893368976015,0.2686567164179104,0.5348258706467661,0.6094527363184079,9.026139410187664,65,246,0.6119402985074627,0.0,0.0,0.0,0.0,0.0,0.0,both,5.998936561946683,4.7535901911063645,4.189654742026425,2.200124746686335,5,1
三门峡,2010,all_pub,419,128,0.0992076827997106,0.3007159904534606,0.4248210023866348,0.5155131264916468,10.079864500200951,80,181,0.431980906921241,0.0,0.0,0.0,0.0,0.0,0.0,both,6.040254711277414,4.859812404361672,4.394449154672439,2.3105398201124903,5,1
三门峡,2011,all_pub,485,187,0.0235136571367839,0.1010309278350515,0.2721649484536082,0.3835051546391752,42.528475863315855,112,194,0.4,0.0,0.0,0.0,0.0,0.0,0.0,both,6.186208623900494,5.236441962829949,4.727387818712341,3.750173871880288,5,1
三门峡,2012,all_pub,511,194,0.018585253579758,0.0743639921722113,0.2328767123287671,0.3424657534246575,53.80609932000824,105,210,0.410958904109589,0.0,0.0,0.0,0.0,0.0,0.0,both,6.238324625039508,5.272999558563747,4.663439094112067,3.9853868310021925,5,1
三门峡,2013,all_pub,582,164,0.0328881331113236,0.1426116838487972,0.288659793814433,0.3986254295532646,30.40610412926392,80,211,0.3625429553264604,0.0,0.0,0.0,0.0,0.0,0.0,both,6.368187186350492,5.10594547390058,4.394449154672439,3.414643381981601,5,1
三门峡,2014,all_pub,691,199,0.0252345119491665,0.08972503617945,0.2894356005788712,0.3979739507959479,39.62826790605029,113,291,0.4211287988422576,0.0,0.0,0.0,0.0,0.0,0.0,both,6.539585955617669,5.298317366548036,4.736198448394496,3.679542699612063,5,1
三门峡,2015,all_pub,638,237,0.0142146794941087,0.067398119122257,0.1927899686520376,0.2884012539184953,70.34980988593156,137,237,0.3714733542319749,0.0,0.0,0.0,0.0,0.0,0.0,both,6.459904454377535,5.472270673671475,4.927253685157205,4.2534800811535,5,1
三门峡,2016,all_pub,594,184,0.0302406783888265,0.1262626262626262,0.3047138047138047,0.3922558922558922,33.068041237113405,80,137,0.2306397306397306,0.0,0.0,0.0,0.0,0.0,0.0,both,6.38856140554563,5.220355825078324,4.394449154672439,3.498567294429491,5,1
三门峡,2017,all_pub,658,208,0.0188422132094123,0.060790273556231,0.2416413373860182,0.3571428571428572,53.07232164746262,111,261,0.3966565349544073,0.0,0.0,0.0,0.0,0.0,0.0,both,6.490723534502507,5.342334251964811,4.718498871295094,3.9716555427731306,5,1
三门峡,2018,all_pub,929,283,0.0132936905662651,0.0516684607104413,0.1883745963401507,0.2723358449946178,75.22365553909178,170,316,0.3401506996770721,0.0,0.0,0.0,0.0,0.0,0.0,both,6.835184586147301,5.648974238161206,5.14166355650266,4.320465749828534,5,1
三门峡,2019,all_pub,1067,343,0.0100563114795136,0.0534208059981255,0.1415182755388941,0.2211808809746954,99.44003843130405,194,340,0.3186504217432052,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,0.0,both,6.97354301952014,5.840641657373398,5.272999558563747,4.5995548336796945,5,1
三门峡,2020,all_pub,1404,462,0.0086119430848775,0.0441595441595441,0.1474358974358974,0.2079772079772079,116.11781338360036,303,599,0.4266381766381766,1.0,2.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,both,7.247792581767846,6.137727054086234,5.717027701406222,4.754605308317748,5,1
三门峡,2021,all_pub,2137,584,0.0073060406602567,0.0336920917173607,0.131960692559663,0.1909218530650444,136.8730406114191,380,844,0.3949461862423958,0.0,2.0,0.0,1.0986122886681098,1.0986122886681098,0.6931471805599453,both,7.6676260915849905,6.371611847231857,5.942799375126701,4.919053785300588,5,1
三门峡,2022,all_pub,1970,560,0.0088139349120049,0.0411167512690355,0.1588832487309644,0.2314720812182741,113.45670350230952,315,609,0.3091370558375634,0.0,2.0,0.0,1.0986122886681098,1.0986122886681098,0.0,both,7.58629630715272,6.329720905522696,5.755742213586912,4.731421297204432,5,1
三门峡,2023,all_pub,1410,397,0.0102439515114933,0.0567375886524822,0.1617021276595744,0.2304964539007092,97.6185799862516,163,363,0.2574468085106383,0.0,2.0,0.0,1.0986122886681098,1.0986122886681098,0.0,both,7.252053951852814,5.986452005284438,5.099866427824199,4.581067844012817,5,1
三门峡,2024,all_pub,1808,441,0.0066695953089513,0.038716814159292,0.1084070796460176,0.1620575221238938,149.93413448307493,191,426,0.2356194690265486,0.0,2.0,0.0,1.0986122886681098,1.0986122886681098,0.0,both,7.500529485395295,6.091309882077698,5.2574953720277815,5.01019609421594,5,1
上海,2008,all_pub,39913,7191,0.005253546198406,0.0415904592488662,0.1235437075639516,0.187081903139328,190.34761706357477,3419,8436,0.2113597073635156,1.0,27.0,0.6931471805599453,3.332204510175204,2.9444389791664403,0.0,both,10.59448241852793,8.880724576151456,8.13739583005665,5.248851964040269,6,1
上海,2009,all_pub,49747,7921,0.0053171385037707,0.0358614589824512,0.1223189338050535,0.1858604538967174,188.07108358957137,3460,8401,0.1688745049952761,4.0,33.0,1.6094379124341003,3.5263605246161616,3.332204510175204,0.6931471805599453,both,10.814725540773631,8.977398978181862,8.149312843635345,5.236819995566417,6,1
上海,2010,all_pub,68378,9912,0.0061154513573677,0.0401883646786978,0.1376319868963701,0.2028868934452602,163.52022795426478,4623,12619,0.1845476615285618,4.0,48.0,1.6094379124341003,3.8918202981106265,3.5263605246161616,1.6094379124341003,both,11.132821038927247,9.201602306032898,8.439015410352214,5.096936701059529,6,1
上海,2011,all_pub,71092,11172,0.0041557971615184,0.0227311089855398,0.1046671918077983,0.17421088167445,240.6277210205821,5007,12381,0.1741546165531986,1.0,56.0,0.6931471805599453,4.04305126783455,3.8918202981106265,1.6094379124341003,both,11.171744158061266,9.321255432547337,8.518791912779934,5.483251013115596,6,1
上海,2012,all_pub,83609,13158,0.0035028896385067,0.0298054037244794,0.0919877046729419,0.1548397899747634,285.4785914483734,6022,15123,0.180877656711598,4.0,69.0,1.6094379124341003,4.248495242049359,4.04305126783455,0.6931471805599453,both,11.333918409144104,9.48486121415014,8.70334075304372,5.654167040114141,6,1
