city,year,total_patents,active_applicants,new_applicants,new_applicant_share,hhi,top10_share,org_total_patents,org_active_applicants,org_new_applicants,org_new_patents,org_hhi,org_top1_share,org_top5_share,org_top10_share,org_new_share,org_patent_share_total,ln1p_org_total_patents,ln1p_org_active_applicants,ln1p_org_new_applicants,ln_org_effective_applicants
七台河,2018,45,19,13,0.7777777777777778,0.1407407407407407,0.8,23.0,8.0,5.0,16.0,0.31947069943289225,0.5217391304347826,0.8695652173913043,1.0,0.6956521739130435,0.5111111111111111,3.1780538303479458,2.1972245773362196,1.791759469228055,1.1410897169352259
七台河,2019,56,25,17,0.6964285714285714,0.1211734693877551,0.7142857142857143,48.0,18.0,11.0,32.0,0.1605902777777778,0.3541666666666667,0.625,0.8333333333333334,0.6666666666666666,0.8571428571428571,3.8918202981106265,2.9444389791664403,2.4849066497880004,1.8288990161775116
七台河,2020,55,31,21,0.6545454545454545,0.0479338842975206,0.5636363636363636,25.0,15.0,8.0,10.0,0.10720000000000002,0.24,0.6,0.8,0.4,0.45454545454545453,3.258096538021482,2.772588722239781,2.1972245773362196,2.2330590303454354
七台河,2021,91,32,26,0.5054945054945055,0.108320251177394,0.7252747252747253,46.0,8.0,5.0,5.0,0.3667296786389414,0.5434782608695652,0.9347826086956522,1.0,0.10869565217391304,0.5054945054945055,3.8501476017100584,2.1972245773362196,1.791759469228055,1.0031302727949714
七台河,2022,50,31,19,0.4,0.1088,0.58,30.0,12.0,2.0,2.0,0.27777777777777773,0.5,0.7666666666666667,0.9333333333333333,0.06666666666666667,0.6,3.4339872044851463,2.5649493574615367,1.0986122886681098,1.2809338454620645
七台河,2023,68,35,27,0.5441176470588235,0.0903979238754325,0.6029411764705882,51.0,20.0,13.0,21.0,0.1526336024605921,0.35294117647058826,0.6078431372549019,0.803921568627451,0.4117647058823529,0.75,3.9512437185814275,3.044522437723423,2.6390573296152584,1.879714984761461
万宁,2008,6,3,1,0.3333333333333333,0.3888888888888889,1.0,5.0,2.0,1.0,2.0,0.52,0.6,1.0,1.0,0.4,0.8333333333333334,1.791759469228055,1.0986122886681098,0.6931471805599453,0.6539264674066639
万宁,2009,5,4,2,0.6,0.28,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.4,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453
万宁,2010,9,2,0,0.0,0.5555555555555556,1.0,9.0,2.0,0.0,0.0,0.5555555555555556,0.6666666666666666,1.0,1.0,0.0,1.0,2.302585092994046,1.0986122886681098,0.0,0.587786664902119
万宁,2011,13,4,1,0.0769230769230769,0.3964497041420118,1.0,11.0,2.0,0.0,0.0,0.5371900826446281,0.6363636363636364,1.0,1.0,0.0,0.8461538461538461,2.4849066497880004,1.0986122886681098,0.0,0.621403275701104
万宁,2012,32,5,2,0.0625,0.40625,1.0,13.0,2.0,0.0,0.0,0.7396449704142012,0.8461538461538461,1.0,1.0,0.0,0.40625,2.6390573296152584,1.0986122886681098,0.0,0.3015849776207724
万宁,2013,22,5,2,0.1363636363636363,0.3512396694214876,1.0,18.0,2.0,0.0,0.0,0.5061728395061729,0.5555555555555556,1.0,1.0,0.0,0.8181818181818182,2.9444389791664403,1.0986122886681098,0.0,0.680877087968131
万宁,2014,22,5,2,0.1363636363636363,0.3636363636363636,1.0,18.0,2.0,0.0,0.0,0.5246913580246915,0.6111111111111112,1.0,1.0,0.0,0.8181818181818182,2.9444389791664403,1.0986122886681098,0.0,0.6449450787420674
万宁,2015,30,4,1,0.0333333333333333,0.3133333333333333,1.0,21.0,3.0,1.0,1.0,0.45578231292517,0.47619047619047616,1.0,1.0,0.047619047619047616,0.7,3.091042453358316,1.3862943611198906,0.6931471805599453,0.7857399673877704
万宁,2016,21,6,2,0.0952380952380952,0.4693877551020408,1.0,18.0,3.0,0.0,0.0,0.6296296296296298,0.7777777777777778,1.0,1.0,0.0,0.8571428571428571,2.9444389791664403,1.3862943611198906,0.0,0.4626235219481128
万宁,2017,11,4,2,0.1818181818181818,0.3884297520661157,1.0,10.0,3.0,1.0,1.0,0.45999999999999996,0.6,1.0,1.0,0.1,0.9090909090909091,2.3978952727983707,1.3862943611198906,0.6931471805599453,0.7765287894989965
万宁,2018,21,12,7,0.3809523809523809,0.1473922902494331,0.9047619047619048,13.0,5.0,1.0,1.0,0.3254437869822486,0.46153846153846156,1.0,1.0,0.07692307692307693,0.6190476190476191,2.6390573296152584,1.791759469228055,0.6931471805599453,1.1225655296906025
万宁,2019,31,8,3,0.3870967741935484,0.2757544224765869,1.0,23.0,5.0,2.0,7.0,0.4442344045368621,0.6086956521739131,1.0,1.0,0.30434782608695654,0.7419354838709677,3.1780538303479458,1.791759469228055,1.0986122886681098,0.8114029177141403
万宁,2020,35,11,4,0.1714285714285714,0.3224489795918367,0.9714285714285714,30.0,7.0,4.0,6.0,0.43111111111111106,0.6333333333333333,0.9333333333333333,1.0,0.2,0.8571428571428571,3.4339872044851463,2.0794415416798357,1.6094379124341003,0.8413894237010374
万宁,2021,35,13,8,0.3714285714285714,0.1493877551020408,0.9142857142857144,25.0,8.0,3.0,3.0,0.25120000000000003,0.4,0.88,1.0,0.12,0.7142857142857143,3.258096538021482,2.1972245773362196,1.3862943611198906,1.3815058443880932
万宁,2022,59,10,6,0.2372881355932203,0.2823901177822465,1.0,55.0,6.0,3.0,11.0,0.32363636363636356,0.4727272727272727,0.9636363636363636,1.0,0.2,0.9322033898305084,4.02535169073515,1.9459101490553132,1.3862943611198906,1.1281347279344316
万宁,2023,63,22,16,0.3809523809523809,0.1050642479213907,0.8095238095238095,58.0,18.0,12.0,19.0,0.12187871581450654,0.2413793103448276,0.6724137931034483,0.8620689655172413,0.3275862068965517,0.9206349206349206,4.07753744390572,2.9444389791664403,2.5649493574615367,2.1047288613944852
三亚,2008,4,4,3,0.75,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
三亚,2009,11,6,6,1.0,0.2066115702479339,1.0,6.0,3.0,3.0,6.0,0.3888888888888889,0.5,1.0,1.0,1.0,0.5454545454545454,1.9459101490553132,1.3862943611198906,1.3862943611198906,0.9444616088408513
三亚,2010,14,7,5,0.6428571428571429,0.173469387755102,1.0,9.0,5.0,4.0,6.0,0.25925925925925924,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6428571428571429,2.302585092994046,1.791759469228055,1.6094379124341003,1.349926716949016
三亚,2011,7,6,3,0.4285714285714285,0.1836734693877551,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.2857142857142857,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453
三亚,2012,27,12,9,0.8518518518518519,0.2016460905349794,0.925925925925926,21.0,7.0,5.0,18.0,0.3151927437641723,0.5238095238095238,0.9047619047619048,1.0,0.8571428571428571,0.7777777777777778,3.091042453358316,2.0794415416798357,1.791759469228055,1.1545709423161545
三亚,2013,44,19,15,0.4318181818181818,0.1838842975206611,0.7954545454545454,37.0,13.0,10.0,13.0,0.2534696859021184,0.4594594594594595,0.7837837837837838,0.918918918918919,0.35135135135135137,0.8409090909090909,3.6375861597263857,2.6390573296152584,2.3978952727983707,1.3725110453415894
三亚,2014,50,24,17,0.42,0.1936,0.72,38.0,14.0,8.0,10.0,0.32409972299168976,0.5526315789473685,0.7631578947368421,0.8947368421052632,0.2631578947368421,0.76,3.6635616461296463,2.70805020110221,2.1972245773362196,1.1267040235351247
三亚,2015,56,23,15,0.4285714285714285,0.1543367346938775,0.7678571428571429,47.0,17.0,10.0,18.0,0.2114078768673608,0.425531914893617,0.723404255319149,0.851063829787234,0.3829787234042553,0.8392857142857143,3.871201010907891,2.8903717578961645,2.3978952727983707,1.5539659457512198
三亚,2016,52,26,15,0.4807692307692308,0.055473372781065,0.6538461538461539,40.0,18.0,10.0,19.0,0.07750000000000001,0.125,0.525,0.8,0.475,0.7692307692307693,3.713572066704308,2.9444389791664403,2.3978952727983707,2.5574773426228354
三亚,2017,101,42,26,0.3663366336633663,0.0746005293598666,0.6039603960396039,84.0,28.0,14.0,22.0,0.10459183673469385,0.2619047619047619,0.5476190476190477,0.7261904761904762,0.2619047619047619,0.8316831683168316,4.442651256490317,3.367295829986474,2.70805020110221,2.2576897730861547
三亚,2018,156,54,39,0.4230769230769231,0.074128862590401,0.6217948717948718,117.0,34.0,21.0,32.0,0.12060778727445395,0.23076923076923078,0.6153846153846154,0.7521367521367521,0.27350427350427353,0.75,4.770684624465665,3.5553480614894135,3.091042453358316,2.1152114256753842
三亚,2019,198,63,44,0.3888888888888889,0.0672890521375369,0.5858585858585859,174.0,50.0,34.0,58.0,0.08462148236226716,0.1896551724137931,0.5344827586206896,0.6494252873563219,0.3333333333333333,0.8787878787878788,5.1647859739235145,3.9318256327243257,3.5553480614894135,2.4695671159723784
三亚,2020,359,97,69,0.426183844011142,0.041860320761012,0.5236768802228412,316.0,79.0,53.0,121.0,0.05161432462746355,0.12658227848101267,0.4525316455696203,0.5727848101265823,0.3829113924050633,0.8802228412256268,5.75890177387728,4.382026634673881,3.9889840465642745,2.963956035961514
三亚,2021,446,134,105,0.5291479820627802,0.0261919604255062,0.4192825112107623,401.0,103.0,75.0,192.0,0.0319214432746065,0.08728179551122195,0.3192019950124688,0.46633416458852867,0.47880299251870323,0.899103139013453,5.996452088619021,4.6443908991413725,4.330733340286331,3.4444772920528353
三亚,2022,715,195,147,0.4629370629370629,0.0179744730793681,0.3300699300699301,670.0,157.0,113.0,291.0,0.020334150144798398,0.08059701492537313,0.22686567164179106,0.3522388059701492,0.4343283582089552,0.9370629370629371,6.508769136971682,5.062595033026967,4.736198448394496,3.8954535332281117
三亚,2023,1478,243,162,0.2564276048714479,0.0266699138103094,0.4343707713125845,1439.0,215.0,137.0,345.0,0.028090215919962174,0.0778318276580959,0.2995135510771369,0.4461431549687283,0.23974982626824184,0.9736129905277402,7.272398392570047,5.375278407684165,4.927253685157205,3.572333951175621
三明,2008,31,23,15,0.5806451612903226,0.0551508844953173,0.5806451612903226,13.0,8.0,6.0,9.0,0.1597633136094675,0.23076923076923078,0.7692307692307693,1.0,0.6923076923076923,0.41935483870967744,2.6390573296152584,2.1972245773362196,1.9459101490553132,1.8340618489187441
三明,2009,63,45,34,0.7619047619047619,0.0309901738473167,0.4126984126984127,40.0,26.0,22.0,33.0,0.05750000000000001,0.15,0.4,0.6,0.825,0.6349206349206349,3.713572066704308,3.295836866004329,3.1354942159291497,2.855970331178832
三明,2010,89,51,40,0.7752808988764045,0.0299204645878045,0.4382022471910112,72.0,38.0,29.0,54.0,0.03858024691358025,0.09722222222222222,0.3194444444444444,0.5,0.75,0.8089887640449438,4.290459441148391,3.6635616461296463,3.4011973816621555,3.255014871484074
三明,2011,138,78,45,0.3985507246376811,0.0332913253518168,0.3840579710144927,84.0,47.0,24.0,31.0,0.032312925170068035,0.08333333333333333,0.2976190476190476,0.42857142857142855,0.36904761904761907,0.6086956521739131,4.442651256490317,3.871201010907891,3.2188758248682006,3.432287968732186
三明,2012,145,83,48,0.4482758620689655,0.0213555291319857,0.3517241379310344,112.0,56.0,28.0,42.0,0.03220663265306122,0.08928571428571429,0.3125,0.45535714285714285,0.375,0.7724137931034483,4.727387818712341,4.04305126783455,3.367295829986474,3.435582864629039
三明,2013,144,85,58,0.5347222222222222,0.0183256172839506,0.2847222222222222,113.0,63.0,41.0,56.0,0.025139008536298843,0.08849557522123894,0.22123893805309736,0.35398230088495575,0.49557522123893805,0.7847222222222222,4.736198448394496,4.1588830833596715,3.7376696182833684,3.6833345142946654
三明,2014,224,122,81,0.6026785714285714,0.0165019132653061,0.2767857142857143,175.0,87.0,56.0,99.0,0.023999999999999997,0.09142857142857143,0.24,0.34285714285714286,0.5657142857142857,0.78125,5.170483995038151,4.477336814478207,4.04305126783455,3.7297014486341915
三明,2015,253,123,79,0.4901185770750988,0.0307300535862144,0.3873517786561264,170.0,81.0,47.0,64.0,0.052595155709342555,0.2,0.3411764705882353,0.4470588235294118,0.3764705882352941,0.6719367588932806,5.14166355650266,4.406719247264253,3.871201010907891,2.9451312602602018
三明,2016,514,200,139,0.519455252918288,0.0212418053263486,0.3463035019455253,374.0,149.0,104.0,224.0,0.019088335382767597,0.09358288770053476,0.21657754010695188,0.3074866310160428,0.5989304812834224,0.7276264591439688,5.926926025970411,5.0106352940962555,4.653960350157523,3.9586778434347685
三明,2017,531,195,122,0.5480225988700564,0.0202474810346111,0.327683615819209,394.0,150.0,88.0,169.0,0.017225385864103687,0.08629441624365482,0.19543147208121828,0.2817258883248731,0.4289340101522843,0.7419962335216572,5.978885764901122,5.017279836814924,4.48863636973214,4.061371060933979
三明,2018,690,209,125,0.3985507246376811,0.0208233564377231,0.3159420289855073,583.0,162.0,91.0,200.0,0.027417774626422156,0.1183533447684391,0.26758147512864494,0.36363636363636365,0.34305317324185247,0.8449275362318841,6.369900982828227,5.093750200806762,4.5217885770490405,3.596563766915329
三明,2019,625,198,111,0.3504,0.03222784,0.3632,537.0,148.0,69.0,143.0,0.04286521782854606,0.1787709497206704,0.3221601489757914,0.4227188081936685,0.26629422718808193,0.8592,6.2878585601617845,5.003946305945459,4.248495242049359,3.1496945551299063
三明,2020,852,288,190,0.4894366197183099,0.0237441865591042,0.2746478873239437,704.0,209.0,119.0,283.0,0.033965812241735546,0.16477272727272727,0.2585227272727273,0.33238636363636365,0.40198863636363635,0.8262910798122066,6.558197802812269,5.3471075307174685,4.787491742782046,3.382400782544563
三明,2021,682,262,152,0.3651026392961877,0.0448654552334431,0.3387096774193548,581.0,191.0,92.0,162.0,0.06126003892629776,0.23407917383820998,0.33907056798623064,0.39759036144578314,0.27882960413080893,0.8519061583577713,6.366470447731438,5.2574953720277815,4.532599493153256,2.792627542150061
三明,2022,822,279,140,0.3211678832116788,0.0255326454378082,0.3065693430656934,749.0,221.0,89.0,201.0,0.030550747681376677,0.14953271028037382,0.27102803738317754,0.3364485981308411,0.2683578104138852,0.9111922141119222,6.620073206530356,5.402677381872279,4.499809670330265,3.4883661196418667
三明,2023,815,263,107,0.252760736196319,0.0179412096804546,0.2969325153374233,786.0,241.0,90.0,185.0,0.019216699363543952,0.09414758269720101,0.2455470737913486,0.30788804071246817,0.23536895674300254,0.9644171779141104,6.668228248417403,5.488937726156687,4.51085950651685,3.951975619451251
三沙,2017,8,2,2,1.0,0.625,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0
三沙,2020,7,4,3,0.7142857142857143,0.2653061224489796,1.0,7.0,4.0,3.0,5.0,0.2653061224489796,0.2857142857142857,1.0,1.0,0.7142857142857143,1.0,2.0794415416798357,1.6094379124341003,1.3862943611198906,1.32687094064909
三沙,2021,12,4,4,1.0,0.3055555555555556,1.0,11.0,3.0,3.0,11.0,0.3553719008264462,0.45454545454545453,1.0,1.0,1.0,0.9166666666666666,2.4849066497880004,1.3862943611198906,1.3862943611198906,1.034590429903179
三沙,2022,24,8,7,0.8333333333333334,0.2152777777777778,1.0,22.0,6.0,5.0,18.0,0.25206611570247933,0.4090909090909091,0.9545454545454546,1.0,0.8181818181818182,0.9166666666666666,3.1354942159291497,1.9459101490553132,1.791759469228055,1.3780638619833752
三沙,2023,22,3,1,0.0909090909090909,0.6239669421487604,1.0,22.0,3.0,1.0,2.0,0.6239669421487603,0.7727272727272727,1.0,1.0,0.09090909090909091,1.0,3.1354942159291497,1.3862943611198906,0.6931471805599453,0.47165788934176217
三门峡,2008,40,27,21,0.725,0.055,0.575,23.0,12.0,10.0,16.0,0.1266540642722117,0.2608695652173913,0.6521739130434783,0.9130434782608695,0.6956521739130435,0.575,3.1780538303479458,2.5649493574615367,2.3978952727983707,2.0662958124673336
三门峡,2009,55,32,22,0.4909090909090909,0.1034710743801652,0.6,40.0,19.0,13.0,17.0,0.18375000000000002,0.4,0.625,0.775,0.425,0.7272727272727273,3.713572066704308,2.995732273553991,2.6390573296152584,1.6941791408891909
三门峡,2010,71,40,30,0.7605633802816901,0.0545526681214044,0.5633802816901409,46.0,26.0,21.0,37.0,0.08034026465028356,0.21739130434782608,0.4782608695652174,0.6521739130434783,0.8043478260869565,0.647887323943662,3.8501476017100584,3.295836866004329,3.091042453358316,2.521484355927928
三门峡,2011,85,52,30,0.4705882352941176,0.0352941176470588,0.4117647058823529,50.0,32.0,17.0,24.0,0.0392,0.08,0.3,0.5,0.48,0.5882352941176471,3.9318256327243257,3.4965075614664802,2.8903717578961645,3.23907853218572
三门峡,2012,85,55,39,0.6823529411764706,0.0247750865051903,0.3647058823529411,58.0,33.0,21.0,37.0,0.04102259215219977,0.08620689655172414,0.3275862068965517,0.5,0.6379310344827587,0.6823529411764706,4.07753744390572,3.5263605246161616,3.091042453358316,3.193632335935634
三门峡,2013,144,60,35,0.5486111111111112,0.0339506172839506,0.4791666666666667,110.0,36.0,21.0,59.0,0.05256198347107437,0.12727272727272726,0.4090909090909091,0.6272727272727273,0.5363636363636364,0.7638888888888888,4.709530201312334,3.6109179126442243,3.091042453358316,2.945762168244711
三门峡,2014,145,67,43,0.4896551724137931,0.0494173602853745,0.496551724137931,106.0,40.0,23.0,39.0,0.08383766464934142,0.2169811320754717,0.4811320754716981,0.6320754716981132,0.36792452830188677,0.7310344827586207,4.672828834461906,3.713572066704308,3.1780538303479458,2.478872913647771
三门峡,2015,135,65,31,0.3481481481481481,0.0318792866941015,0.4148148148148148,96.0,37.0,16.0,26.0,0.05533854166666667,0.13541666666666666,0.4166666666666667,0.5729166666666666,0.2708333333333333,0.7111111111111111,4.574710978503383,3.6375861597263857,2.833213344056216,2.894285657217301
三门峡,2016,196,72,34,0.3061224489795918,0.0487296959600166,0.4693877551020408,142.0,46.0,19.0,35.0,0.07974608212656217,0.24647887323943662,0.4225352112676056,0.5774647887323944,0.24647887323943662,0.7244897959183674,4.962844630259907,3.8501476017100584,2.995732273553991,2.52890766546361
三门峡,2017,186,74,41,0.4193548387096774,0.043010752688172,0.489247311827957,135.0,45.0,20.0,46.0,0.06842249657064474,0.21481481481481482,0.4148148148148148,0.5851851851851851,0.34074074074074073,0.7258064516129032,4.912654885736052,3.828641396489095,3.044522437723423,2.6820536111968223
三门峡,2018,211,102,62,0.5023696682464455,0.0172278250713146,0.3127962085308057,166.0,69.0,38.0,76.0,0.024822180287414716,0.060240963855421686,0.24096385542168675,0.39759036144578314,0.4578313253012048,0.7867298578199052,5.117993812416755,4.248495242049359,3.6635616461296463,3.6960176590905363
三门峡,2019,242,93,47,0.4421487603305785,0.0185096646403934,0.3140495867768595,186.0,66.0,30.0,69.0,0.02665047982425714,0.05913978494623656,0.24731182795698925,0.40860215053763443,0.3709677419354839,0.768595041322314,5.231108616854587,4.204692619390966,3.4339872044851463,3.624948123869809
三门峡,2020,254,118,72,0.4488188976377952,0.0160890321780643,0.2992125984251969,173.0,64.0,25.0,44.0,0.029904106385111432,0.08092485549132948,0.27167630057803466,0.4393063583815029,0.2543352601156069,0.6811023622047244,5.159055299214529,4.174387269895637,3.258096538021482,3.5097594707207023
三门峡,2021,372,165,110,0.4973118279569892,0.0156665510463637,0.2956989247311828,258.0,82.0,37.0,86.0,0.029745808545159545,0.10077519379844961,0.28294573643410853,0.4263565891472868,0.3333333333333333,0.6935483870967742,5.556828061699537,4.418840607796598,3.6375861597263857,3.515067046154654
三门峡,2022,443,174,114,0.4943566591422121,0.0339823387635096,0.4040632054176072,323.0,80.0,34.0,123.0,0.062044110458261845,0.20123839009287925,0.43034055727554177,0.5541795665634675,0.38080495356037153,0.7291196388261851,5.780743515792329,4.394449154672439,3.5553480614894135,2.779909687899803
三门峡,2023,356,137,70,0.3117977528089887,0.0203730589572023,0.3342696629213483,316.0,106.0,48.0,83.0,0.025196282647011698,0.08860759493670886,0.25949367088607594,0.37658227848101267,0.2626582278481013,0.8876404494382022,5.75890177387728,4.672828834461906,3.8918202981106265,3.681058809353493
上海,2008,16701,3408,1826,0.2078917430094006,0.0095860332636629,0.2492066343332734,15161.0,2510.0,1240.0,2642.0,0.011604969706218705,0.06985027372864587,0.19240155662555242,0.2745201503858585,0.17426291141745268,0.9077899526974432,9.626547576616248,7.828436359157585,7.123672785204607,4.456321849666838
上海,2009,20792,4177,2293,0.2241246633320507,0.0080936692287455,0.2353789919199692,19026.0,3137.0,1569.0,3529.0,0.009646633255455755,0.0510879848628193,0.17717859770839903,0.257226952591191,0.1854830232313676,0.915063485956137,9.8536143020404,8.051340933292979,7.358830898342354,4.641146309950928
上海,2010,23722,4603,2435,0.2184470112132198,0.0071362510698762,0.2219880279908945,21860.0,3573.0,1748.0,4120.0,0.008385831319492169,0.049862763037511436,0.15892040256175663,0.24089661482159194,0.18847209515096067,0.92150746142821,9.992459506338392,8.181440695719374,7.466799475018602,4.781211744972932
上海,2011,28269,5195,2584,0.2028016555237185,0.0068659984300226,0.2209487424387138,26467.0,4110.0,1880.0,4745.0,0.007823980950326617,0.048815506101938265,0.14553972871878187,0.23599199002531454,0.17927985793629803,0.9362552619477166,10.18369173513195,8.321421586897879,7.53955882930103,4.850561781026791
上海,2012,30906,5431,2552,0.1810004529864751,0.0067118599519306,0.2104769300459457,29241.0,4436.0,1925.0,4697.0,0.0074920054747958644,0.05006668718580076,0.14489928525016244,0.22246161211996854,0.16063062138777742,0.9461269656377402,10.283361310977384,8.39773375137891,7.563200592358071,4.893918763648311
上海,2013,38207,6196,3047,0.2054073860810846,0.0071327047504159,0.2171329861020232,35439.0,4950.0,2181.0,5964.0,0.008280070760818731,0.050142498377493724,0.1563813877366743,0.23409238409661673,0.16828917294506052,0.9275525427277724,10.475596404719017,8.507344855361422,7.687997166393016,4.793903764628885
上海,2014,37102,6435,3158,0.1745727993100102,0.0076445517817637,0.2311735216430381,34956.0,5235.0,2349.0,5098.0,0.008605963842848958,0.04674447877331502,0.1594576038448335,0.24536560247167868,0.14584048518137085,0.9421594523206296,10.461874013730402,8.56331312702979,7.762170607138205,4.7552998459632425
上海,2015,42680,7647,3911,0.1957122774133083,0.0065592058860472,0.2112230552952202,39901.0,6272.0,2985.0,6679.0,0.007497150595715674,0.04370817773990627,0.1532292423748778,0.22593418711310492,0.1673892884890103,0.9348875351452671,10.594181726935007,8.744009988096744,8.001689978099135,4.893232251199221
上海,2016,50774,8786,4497,0.200378146295348,0.0056932052988835,0.1937015007681096,48122.0,7450.0,3596.0,8813.0,0.006314905311605822,0.044657329288059516,0.1364448692905532,0.20437637670919745,0.18313868916503886,0.9477685429550557,10.781515512284951,8.916103530553727,8.187855443695623,5.064842517495451
上海,2017,58615,9901,5022,0.2100656828456879,0.0036536037526767,0.1504734283033353,56077.0,8593.0,4109.0,10576.0,0.00398793793964428,0.026160457941758652,0.10102180929792963,0.15728373486456124,0.18859782085346935,0.9567005032841422,10.93449885773443,9.058819564334941,8.32117830749028,5.524480988777883
上海,2018,65599,10933,5416,0.2053994725529352,0.0032471633850268,0.1351087669019345,62587.0,9604.0,4470.0,11315.0,0.0035620185822717813,0.027913144902296003,0.09593046479300814,0.14161087765829963,0.18078834262706311,0.9540846659247855,11.044328845421948,9.170039075202657,8.405367376233981,5.637427877319801
上海,2019,79591,12619,6079,0.1829855134374489,0.0030661406779509,0.1336457639682878,77164.0,11261.0,5157.0,13030.0,0.0032607228005647653,0.02909387797418485,0.09127313254885698,0.13784925612980145,0.16886112695039138,0.9695066025053084,11.253701265334932,9.329189505814563,8.54830418644129,5.7258063902146645
上海,2020,96384,14253,6748,0.1766164508632138,0.0025916870591036,0.1151747177954847,92781.0,12504.0,5491.0,14501.0,0.0027953335704317957,0.026039814186094135,0.08097563078647568,0.11964734158933402,0.156292775460493,0.9626182768924303,11.438007934443307,9.433883843311719,8.61104776688786,5.879803834082292
上海,2021,112259,15590,7417,0.162953527111412,0.0028269830289972,0.1244176413472416,109180.0,13741.0,6078.0,16159.0,0.00298797836197099,0.02795383769921231,0.0879007144165598,0.12792636013921962,0.14800329730719913,0.9725723550004899,11.600762334480468,9.528212115591021,8.712595487748722,5.813158253380696
上海,2022,103728,13214,5088,0.1181166126793151,0.0032418536675102,0.1290008483726669,101839.0,11844.0,4127.0,11038.0,0.003362861558659955,0.033061990003829575,0.0943744537947152,0.13139367040131972,0.10838676734846178,0.981788909455499,11.531158233231288,9.379661116592885,8.325548307161398,5.694963013095745
上海,2023,110974,13934,4930,0.1013120190314848,0.0030781086569569,0.1284535116333555,109734.0,12953.0,4215.0,10401.0,0.0031478324318911337,0.03135764667286347,0.09256930395319592,0.12990504310423387,0.09478374979495872,0.9888262115450466,11.605823647336958,9.469159899742863,8.346642090221199,5.761041179865624
上饶,2008,42,32,21,0.6428571428571429,0.0385487528344671,0.4761904761904761,9.0,8.0,5.0,6.0,0.13580246913580246,0.2222222222222222,0.6666666666666666,1.0,0.6666666666666666,0.21428571428571427,2.302585092994046,2.1972245773362196,1.791759469228055,1.9965538818740682
