city,year,total_patents,active_applicants,new_applicants,new_patents,new_applicant_share,firm_total_patents,firm_active_applicants,new_firm_applicants,new_firm_patents,firm_incumbent_patents,firm_incumbent_applicants,firm_new_share_firm,firm_new_share_total,firm_patent_share_total,firm_incumbent_share_total,new_firm_share_all_new_patents,ln1p_firm_total_patents,ln1p_firm_active_applicants,ln1p_new_firm_applicants,ln1p_new_firm_patents,ln1p_firm_incumbent_patents,ln1p_firm_incumbent_applicants
万宁,2015,30,4,1,1,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
万宁,2016,21,6,2,2,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
万宁,2017,11,4,2,2,0.1818181818181818,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.09090909090909091,0.09090909090909091,0.0,0.5,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0
万宁,2018,21,12,7,8,0.3809523809523809,5.0,2.0,1.0,1.0,4.0,1.0,0.2,0.047619047619047616,0.23809523809523808,0.19047619047619047,0.125,1.791759469228055,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.6931471805599453
万宁,2019,31,8,3,12,0.3870967741935484,8.0,3.0,2.0,7.0,1.0,1.0,0.875,0.22580645161290322,0.25806451612903225,0.03225806451612903,0.5833333333333334,2.1972245773362196,1.3862943611198906,1.0986122886681098,2.0794415416798357,0.6931471805599453,0.6931471805599453
万宁,2020,35,11,4,6,0.1714285714285714,11.0,6.0,4.0,6.0,5.0,2.0,0.5454545454545454,0.17142857142857143,0.3142857142857143,0.14285714285714285,1.0,2.4849066497880004,1.9459101490553132,1.6094379124341003,1.9459101490553132,1.791759469228055,1.0986122886681098
万宁,2021,35,13,8,13,0.3714285714285714,14.0,6.0,3.0,3.0,11.0,3.0,0.21428571428571427,0.08571428571428572,0.4,0.3142857142857143,0.23076923076923078,2.70805020110221,1.9459101490553132,1.3862943611198906,1.3862943611198906,2.4849066497880004,1.3862943611198906
万宁,2022,59,10,6,14,0.2372881355932203,13.0,4.0,3.0,11.0,2.0,1.0,0.8461538461538461,0.1864406779661017,0.22033898305084745,0.03389830508474576,0.7857142857142857,2.6390573296152584,1.6094379124341003,1.3862943611198906,2.4849066497880004,1.0986122886681098,0.6931471805599453
万宁,2023,63,22,16,24,0.3809523809523809,33.0,15.0,11.0,18.0,15.0,4.0,0.5454545454545454,0.2857142857142857,0.5238095238095238,0.23809523809523808,0.75,3.5263605246161616,2.772588722239781,2.4849066497880004,2.9444389791664403,2.772588722239781,1.6094379124341003
三亚,2008,4,4,3,3,0.75,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.25,0.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0
三亚,2009,11,6,6,11,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0
三亚,2010,14,7,5,9,0.6428571428571429,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.21428571428571427,0.21428571428571427,0.0,0.3333333333333333,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,0.0
三亚,2011,7,6,3,3,0.4285714285714285,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.14285714285714285,0.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0
三亚,2012,27,12,9,23,0.8518518518518519,16.0,4.0,4.0,16.0,0.0,0.0,1.0,0.5925925925925926,0.5925925925925926,0.0,0.6956521739130435,2.833213344056216,1.6094379124341003,1.6094379124341003,2.833213344056216,0.0,0.0
三亚,2013,44,19,15,19,0.4318181818181818,28.0,9.0,8.0,11.0,17.0,1.0,0.39285714285714285,0.25,0.6363636363636364,0.38636363636363635,0.5789473684210527,3.367295829986474,2.302585092994046,2.1972245773362196,2.4849066497880004,2.8903717578961645,0.6931471805599453
三亚,2014,50,24,17,21,0.42,28.0,6.0,5.0,7.0,21.0,1.0,0.25,0.14,0.56,0.42,0.3333333333333333,3.367295829986474,1.9459101490553132,1.791759469228055,2.0794415416798357,3.091042453358316,0.6931471805599453
三亚,2015,56,23,15,24,0.4285714285714285,29.0,9.0,6.0,7.0,22.0,3.0,0.2413793103448276,0.125,0.5178571428571429,0.39285714285714285,0.2916666666666667,3.4011973816621555,2.302585092994046,1.9459101490553132,2.0794415416798357,3.1354942159291497,1.3862943611198906
三亚,2016,52,26,15,25,0.4807692307692308,22.0,9.0,7.0,16.0,6.0,2.0,0.7272727272727273,0.3076923076923077,0.4230769230769231,0.11538461538461539,0.64,3.1354942159291497,2.302585092994046,2.0794415416798357,2.833213344056216,1.9459101490553132,1.0986122886681098
三亚,2017,101,42,26,37,0.3663366336633663,32.0,19.0,13.0,18.0,14.0,6.0,0.5625,0.1782178217821782,0.31683168316831684,0.13861386138613863,0.4864864864864865,3.4965075614664802,2.995732273553991,2.6390573296152584,2.9444389791664403,2.70805020110221,1.9459101490553132
三亚,2018,156,54,39,66,0.4230769230769231,40.0,24.0,17.0,28.0,12.0,7.0,0.7,0.1794871794871795,0.2564102564102564,0.07692307692307693,0.42424242424242425,3.713572066704308,3.2188758248682006,2.8903717578961645,3.367295829986474,2.5649493574615367,2.0794415416798357
三亚,2019,198,63,44,77,0.3888888888888889,97.0,37.0,29.0,50.0,47.0,8.0,0.5154639175257731,0.25252525252525254,0.4898989898989899,0.23737373737373738,0.6493506493506493,4.584967478670572,3.6375861597263857,3.4011973816621555,3.9318256327243257,3.871201010907891,2.1972245773362196
三亚,2020,359,97,69,153,0.426183844011142,211.0,65.0,47.0,112.0,99.0,18.0,0.5308056872037915,0.31197771587743733,0.5877437325905293,0.2757660167130919,0.7320261437908496,5.356586274672012,4.189654742026425,3.871201010907891,4.727387818712341,4.605170185988092,2.9444389791664403
三亚,2021,446,134,105,236,0.5291479820627802,247.0,79.0,60.0,124.0,123.0,19.0,0.5020242914979757,0.27802690582959644,0.5538116591928252,0.2757847533632287,0.5254237288135594,5.5134287461649825,4.382026634673881,4.110873864173311,4.8283137373023015,4.820281565605037,2.995732273553991
三亚,2022,715,195,147,331,0.4629370629370629,345.0,117.0,94.0,210.0,135.0,23.0,0.6086956521739131,0.2937062937062937,0.4825174825174825,0.1888111888111888,0.6344410876132931,5.846438775057725,4.770684624465665,4.553876891600541,5.351858133476067,4.912654885736052,3.1780538303479458
三亚,2023,1478,243,162,379,0.2564276048714479,528.0,173.0,128.0,318.0,210.0,45.0,0.6022727272727273,0.21515561569688768,0.3572395128552097,0.14208389715832206,0.8390501319261213,6.270988431858299,5.159055299214529,4.859812404361672,5.765191102784844,5.351858133476067,3.828641396489095
三明,2008,31,23,17,20,0.6451612903225806,13.0,8.0,6.0,9.0,4.0,2.0,0.6923076923076923,0.2903225806451613,0.41935483870967744,0.12903225806451613,0.45,2.6390573296152584,2.1972245773362196,1.9459101490553132,2.302585092994046,1.6094379124341003,1.0986122886681098
三明,2009,63,45,35,49,0.7777777777777778,38.0,24.0,21.0,32.0,6.0,3.0,0.8421052631578947,0.5079365079365079,0.6031746031746031,0.09523809523809523,0.6530612244897959,3.6635616461296463,3.2188758248682006,3.091042453358316,3.4965075614664802,1.9459101490553132,1.3862943611198906
三明,2010,89,51,40,69,0.7752808988764045,70.0,37.0,29.0,54.0,16.0,8.0,0.7714285714285715,0.6067415730337079,0.7865168539325843,0.1797752808988764,0.782608695652174,4.2626798770413155,3.6375861597263857,3.4011973816621555,4.007333185232471,2.833213344056216,2.1972245773362196
三明,2011,138,78,46,60,0.4347826086956521,78.0,45.0,25.0,36.0,42.0,20.0,0.46153846153846156,0.2608695652173913,0.5652173913043478,0.30434782608695654,0.6,4.3694478524670215,3.828641396489095,3.258096538021482,3.6109179126442243,3.7612001156935624,3.044522437723423
三明,2012,145,83,49,67,0.4620689655172413,105.0,53.0,27.0,41.0,64.0,26.0,0.3904761904761905,0.2827586206896552,0.7241379310344828,0.4413793103448276,0.6119402985074627,4.663439094112067,3.9889840465642745,3.332204510175204,3.7376696182833684,4.174387269895637,3.295836866004329
三明,2013,144,85,59,80,0.5555555555555556,100.0,60.0,39.0,53.0,47.0,21.0,0.53,0.3680555555555556,0.6944444444444444,0.3263888888888889,0.6625,4.61512051684126,4.110873864173311,3.6888794541139363,3.9889840465642745,3.871201010907891,3.091042453358316
三明,2014,224,122,82,136,0.6071428571428571,153.0,82.0,54.0,96.0,57.0,28.0,0.6274509803921569,0.42857142857142855,0.6830357142857143,0.2544642857142857,0.7058823529411765,5.0369526024136295,4.418840607796598,4.007333185232471,4.574710978503383,4.060443010546419,3.367295829986474
三明,2015,253,123,80,125,0.4940711462450592,126.0,74.0,43.0,59.0,67.0,31.0,0.46825396825396826,0.233201581027668,0.4980237154150198,0.2648221343873518,0.472,4.844187086458591,4.31748811353631,3.784189633918261,4.0943445622221,4.219507705176107,3.4657359027997265
三明,2016,514,200,139,267,0.519455252918288,332.0,144.0,103.0,223.0,109.0,41.0,0.6716867469879518,0.433852140077821,0.6459143968871596,0.21206225680933852,0.8352059925093633,5.808142489980444,4.976733742420574,4.6443908991413725,5.4116460518550396,4.700480365792417,3.7376696182833684
三明,2017,531,195,122,291,0.5480225988700564,329.0,141.0,84.0,158.0,171.0,57.0,0.48024316109422494,0.2975517890772128,0.6195856873822976,0.3220338983050847,0.5429553264604811,5.799092654460526,4.955827057601261,4.442651256490317,5.0689042022202315,5.147494476813453,4.060443010546419
三明,2018,690,209,125,275,0.3985507246376811,498.0,154.0,87.0,193.0,305.0,67.0,0.38755020080321284,0.2797101449275362,0.7217391304347827,0.4420289855072464,0.7018181818181818,6.212606095751519,5.043425116919247,4.477336814478207,5.267858159063328,5.723585101952381,4.219507705176107
三明,2019,625,198,112,221,0.3536,416.0,144.0,68.0,142.0,274.0,76.0,0.34134615384615385,0.2272,0.6656,0.4384,0.6425339366515838,6.0330862217988015,4.976733742420574,4.23410650459726,4.962844630259907,5.616771097666572,4.343805421853684
三明,2020,852,288,190,417,0.4894366197183099,557.0,199.0,112.0,271.0,286.0,87.0,0.4865350089766607,0.318075117370892,0.653755868544601,0.33568075117370894,0.6498800959232613,6.324358962381311,5.298317366548036,4.727387818712341,5.605802066295998,5.659482215759621,4.477336814478207
三明,2021,682,262,152,249,0.3651026392961877,417.0,186.0,91.0,161.0,256.0,95.0,0.38609112709832133,0.23607038123167157,0.6114369501466276,0.375366568914956,0.6465863453815262,6.035481432524756,5.231108616854587,4.5217885770490405,5.087596335232384,5.54907608489522,4.564348191467836
三明,2022,822,279,140,264,0.3211678832116788,606.0,211.0,85.0,196.0,410.0,126.0,0.3234323432343234,0.2384428223844282,0.7372262773722628,0.49878345498783455,0.7424242424242424,6.408528791059498,5.356586274672012,4.454347296253507,5.2832037287379885,6.018593214496234,4.844187086458591
三明,2023,815,263,107,206,0.252760736196319,683.0,230.0,85.0,178.0,505.0,145.0,0.26061493411420206,0.2184049079754601,0.838036809815951,0.6196319018404908,0.8640776699029126,6.52795791762255,5.442417710521793,4.454347296253507,5.187385805840755,6.226536669287466,4.983606621708336
三沙,2017,8,2,2,8,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.25,0.25,0.0,0.25,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0
三沙,2020,7,4,3,5,0.7142857142857143,6.0,3.0,2.0,4.0,2.0,1.0,0.6666666666666666,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.8,1.9459101490553132,1.3862943611198906,1.0986122886681098,1.6094379124341003,1.0986122886681098,0.6931471805599453
三沙,2021,12,4,4,12,1.0,11.0,3.0,3.0,11.0,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,0.0,0.9166666666666666,2.4849066497880004,1.3862943611198906,1.3862943611198906,2.4849066497880004,0.0,0.0
三沙,2022,24,8,7,20,0.8333333333333334,19.0,4.0,3.0,15.0,4.0,1.0,0.7894736842105263,0.625,0.7916666666666666,0.16666666666666666,0.75,2.995732273553991,1.6094379124341003,1.3862943611198906,2.772588722239781,1.6094379124341003,0.6931471805599453
三沙,2023,22,3,1,2,0.0909090909090909,20.0,2.0,0.0,0.0,20.0,2.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0,3.044522437723423,1.0986122886681098,0.0,0.0,3.044522437723423,1.0986122886681098
三门峡,2008,40,27,21,29,0.725,19.0,10.0,8.0,12.0,7.0,2.0,0.631578947368421,0.3,0.475,0.175,0.41379310344827586,2.995732273553991,2.3978952727983707,2.1972245773362196,2.5649493574615367,2.0794415416798357,1.0986122886681098
三门峡,2009,55,32,22,27,0.4909090909090909,38.0,17.0,12.0,16.0,22.0,5.0,0.42105263157894735,0.2909090909090909,0.6909090909090909,0.4,0.5925925925925926,3.6635616461296463,2.8903717578961645,2.5649493574615367,2.833213344056216,3.1354942159291497,1.791759469228055
三门峡,2010,71,40,30,54,0.7605633802816901,42.0,23.0,19.0,35.0,7.0,4.0,0.8333333333333334,0.49295774647887325,0.5915492957746479,0.09859154929577464,0.6481481481481481,3.7612001156935624,3.1780538303479458,2.995732273553991,3.58351893845611,2.0794415416798357,1.6094379124341003
三门峡,2011,85,52,30,40,0.4705882352941176,46.0,30.0,17.0,24.0,22.0,13.0,0.5217391304347826,0.2823529411764706,0.5411764705882353,0.25882352941176473,0.6,3.8501476017100584,3.4339872044851463,2.8903717578961645,3.2188758248682006,3.1354942159291497,2.6390573296152584
三门峡,2012,85,55,39,58,0.6823529411764706,57.0,32.0,21.0,37.0,20.0,11.0,0.6491228070175439,0.43529411764705883,0.6705882352941176,0.23529411764705882,0.6379310344827587,4.060443010546419,3.4965075614664802,3.091042453358316,3.6375861597263857,3.044522437723423,2.4849066497880004
三门峡,2013,144,60,35,79,0.5486111111111112,95.0,34.0,19.0,44.0,51.0,15.0,0.4631578947368421,0.3055555555555556,0.6597222222222222,0.3541666666666667,0.5569620253164557,4.564348191467836,3.5553480614894135,2.995732273553991,3.8066624897703196,3.9512437185814275,2.772588722239781
三门峡,2014,145,67,43,71,0.4896551724137931,101.0,35.0,19.0,35.0,66.0,16.0,0.3465346534653465,0.2413793103448276,0.696551724137931,0.45517241379310347,0.49295774647887325,4.624972813284271,3.58351893845611,2.995732273553991,3.58351893845611,4.204692619390966,2.833213344056216
三门峡,2015,135,65,32,48,0.3555555555555555,92.0,35.0,14.0,22.0,70.0,21.0,0.2391304347826087,0.16296296296296298,0.6814814814814815,0.5185185185185185,0.4583333333333333,4.532599493153256,3.58351893845611,2.70805020110221,3.1354942159291497,4.2626798770413155,3.091042453358316
三门峡,2016,196,72,34,60,0.3061224489795918,134.0,41.0,17.0,33.0,101.0,24.0,0.2462686567164179,0.1683673469387755,0.6836734693877551,0.5153061224489796,0.55,4.90527477843843,3.7376696182833684,2.8903717578961645,3.5263605246161616,4.624972813284271,3.2188758248682006
三门峡,2017,186,74,42,79,0.4247311827956989,128.0,42.0,19.0,44.0,84.0,23.0,0.34375,0.23655913978494625,0.6881720430107527,0.45161290322580644,0.5569620253164557,4.859812404361672,3.7612001156935624,2.995732273553991,3.8066624897703196,4.442651256490317,3.1780538303479458
三门峡,2018,211,102,63,107,0.5071090047393365,157.0,66.0,36.0,68.0,89.0,30.0,0.43312101910828027,0.3222748815165877,0.7440758293838863,0.4218009478672986,0.6355140186915887,5.062595033026967,4.204692619390966,3.6109179126442243,4.23410650459726,4.499809670330265,3.4339872044851463
三门峡,2019,242,93,47,107,0.4421487603305785,179.0,61.0,26.0,65.0,114.0,35.0,0.36312849162011174,0.26859504132231404,0.7396694214876033,0.47107438016528924,0.6074766355140186,5.19295685089021,4.127134385045092,3.295836866004329,4.189654742026425,4.74493212836325,3.58351893845611
三门峡,2020,254,118,72,114,0.4488188976377952,160.0,60.0,22.0,39.0,121.0,38.0,0.24375,0.15354330708661418,0.6299212598425197,0.4763779527559055,0.34210526315789475,5.081404364984463,4.110873864173311,3.1354942159291497,3.6888794541139363,4.804021044733257,3.6635616461296463
三门峡,2021,372,165,110,185,0.4973118279569892,206.0,65.0,24.0,63.0,143.0,41.0,0.3058252427184466,0.1693548387096774,0.553763440860215,0.3844086021505376,0.34054054054054056,5.332718793265369,4.189654742026425,3.2188758248682006,4.1588830833596715,4.969813299576001,3.7376696182833684
三门峡,2022,443,174,114,219,0.4943566591422121,224.0,64.0,25.0,49.0,175.0,39.0,0.21875,0.11060948081264109,0.5056433408577878,0.39503386004514673,0.2237442922374429,5.41610040220442,4.174387269895637,3.258096538021482,3.912023005428146,5.170483995038151,3.6888794541139363
三门峡,2023,356,137,70,111,0.3117977528089887,286.0,91.0,39.0,71.0,215.0,52.0,0.24825174825174826,0.199438202247191,0.8033707865168539,0.6039325842696629,0.6396396396396397,5.659482215759621,4.5217885770490405,3.6888794541139363,4.276666119016055,5.375278407684165,3.970291913552122
上海,2008,16701,3408,1848,3499,0.2095084126699,8865.0,2229.0,1151.0,2284.0,6581.0,1078.0,0.25764241398759163,0.1367582779474283,0.5308065385306269,0.3940482605831986,0.6527579308373821,9.089979015305,7.709756864454165,7.049254841255837,7.734121303328305,8.792093929503284,6.983789965258135
上海,2009,20792,4177,2304,4674,0.2247979992304732,12174.0,2873.0,1506.0,3264.0,8910.0,1367.0,0.2681123706259241,0.15698345517506734,0.5855136590996537,0.4285302039245864,0.6983311938382541,9.40713994795079,7.96346006663897,7.317876198626496,8.09101504171053,9.09504174761272,7.221105098182496
上海,2010,23722,4603,2446,5193,0.2189107157912486,14254.0,3301.0,1688.0,3962.0,10292.0,1613.0,0.2779570646835976,0.1670179580136582,0.6008768232020909,0.4338588651884327,0.762950125168496,9.564863001346772,8.102283624480073,7.4318919168078,8.284756593190435,9.23921933152656,7.3864708488298945
上海,2011,28269,5195,2597,5749,0.2033676465386112,17693.0,3817.0,1815.0,4558.0,13135.0,2002.0,0.25761600633018705,0.1612366903675404,0.6258799391559658,0.4646432487884255,0.7928335362671769,9.780980878043332,8.247482004285693,7.504391559161238,8.424858580213442,9.48311183169221,7.602401335665818
上海,2012,30906,5431,2561,5608,0.1814534394615932,19737.0,4133.0,1861.0,4520.0,15217.0,2272.0,0.2290115012413234,0.146249919109558,0.6386138613861386,0.4923639422765806,0.8059914407988588,9.890300990731953,8.327000740241713,7.529406457837013,8.416488487294606,9.630234216736469,7.728855823852543
上海,2013,38207,6196,3057,7864,0.2058261575104038,24261.0,4669.0,2130.0,5869.0,18392.0,2539.0,0.24191088578376818,0.15361059491716178,0.6349883529196221,0.4813777580024603,0.7463123092573754,10.096666619330865,8.448914350662942,7.664346632098617,8.677609912822142,9.819725436430797,7.8399193600125825
上海,2014,37102,6435,3169,6495,0.175057948358579,23631.0,4936.0,2273.0,4930.0,18701.0,2663.0,0.20862426473699802,0.13287693385801305,0.6369198425960865,0.5040429087380734,0.7590454195535027,10.07035700477116,8.504513138258863,7.729295674310482,8.503297086224126,9.836385748995392,7.88758403166028
上海,2015,42680,7647,3918,8372,0.196157450796626,27844.0,5956.0,2920.0,6534.0,21310.0,3036.0,0.23466455968969976,0.15309278350515465,0.652389878163074,0.4992970946579194,0.7804586717630196,10.234408696023769,8.692322277628687,7.979681302387741,8.784927626058323,9.966978650317326,8.01862546504575
上海,2016,50774,8786,4506,10192,0.2007326584472367,33750.0,7134.0,3528.0,8376.0,25374.0,3606.0,0.24817777777777777,0.16496632134557057,0.6647102847914287,0.49974396344585814,0.8218210361067504,10.426765325491356,8.872767529910936,8.16876982367527,9.033245134153809,10.141519716344089,8.19063168090354
上海,2017,58615,9901,5026,12317,0.2101339247632858,42796.0,8259.0,4030.0,10444.0,32352.0,4229.0,0.24404149920553322,0.17817964684807644,0.7301202763797663,0.5519406295316899,0.8479337501014858,10.664223285655282,9.019179866515024,8.301769763117166,9.253878673990666,10.384462031332603,8.349957272040324
上海,2018,65624,10933,5420,13481,0.2054278922345483,47170.0,9276.0,4382.0,11154.0,36016.0,4894.0,0.23646385414458343,0.16996830427892234,0.7187919054004632,0.5488236011215409,0.8273866923818708,10.761534575968792,9.135293497653272,8.38548870041881,9.319643106866632,10.491746328198644,8.49596955496461
上海,2019,79595,12619,6084,14571,0.1830642628305798,58965.0,10903.0,5066.0,12786.0,46179.0,5837.0,0.2168404986008649,0.1606382310446636,0.7408128651297192,0.5801746340850555,0.8774963969528515,10.984716285593358,9.296884973376368,8.53050420547591,9.456184308811169,10.740302082908487,8.67214355141406
上海,2020,96389,14253,6751,17028,0.1766591623525506,72896.0,12106.0,5370.0,14187.0,58709.0,6736.0,0.1946197322212467,0.1471848447436948,0.7562688688543299,0.609084024110635,0.8331571529245948,11.196802764886597,9.40153907670774,8.58876938990546,9.560151815893512,10.980365349058232,8.81537000096066
上海,2021,112474,15590,7419,18321,0.1628909792485374,85846.0,13339.0,5959.0,15917.0,69929.0,7380.0,0.18541341471938122,0.1415171506303679,0.7632519515621388,0.6217348009317709,0.868784454996998,11.360321921044104,9.498522319469615,8.692825760059396,9.675205823365795,11.155250020697913,8.906664409770052
上海,2022,103728,13214,5089,12253,0.1181262532778034,78987.0,11500.0,4042.0,10816.0,68171.0,7458.0,0.13693392583589706,0.10427271325003856,0.7614819527996298,0.6572092395495912,0.8827225985472945,11.2770512211772,9.350189267092581,8.304742269640771,9.28887424963029,11.129789202345128,8.917176635955164
